id,created_at,updated_at,nombres,apellidos,fechaNacimiento,municipio_nacimiento_id,grado_estudios,profesion_id,genero_id,fecha_fallecimiento
1893,2010/02/05 14:15:34,2018/01/23 18:49:01,Onesimo Javier,Diaz Maculado,NA,NA,NA,NA,1,NA
1547,2010/01/27 17:04:47,2018/01/23 19:31:35,Raul Horacio,Camargo Vasquez,NA,NA,NA,NA,1,NA
275,2010/01/10 22:12:40,2018/01/26 18:50:41,Constanza Isabel,Ramirez Acevedo,NA,NA,BI,NA,2,NA
4067,2011/06/28 20:29:35,2011/06/28 20:32:47,Jairo Julian,Orduña Tovar,NA,86,NA,NA,NA,NA
6652,2013/05/31 23:04:14,2013/06/24 00:21:08,Emi,Silva,NA,86,NA,NA,NA,NA
332,2010/01/17 17:16:07,2021/03/08 05:23:14,Carlos,Uribe Angel Cely,NA,NA,NA,NA,1,NA
354,2010/01/17 17:16:08,2020/11/23 14:49:18,Alexander,Ariza Puentes,NA,NA,NA,NA,1,NA
367,2010/01/17 17:16:08,2021/01/17 12:45:43,Henry,Barbosa Rincon,NA,NA,NA,NA,1,NA
588,2010/01/17 17:16:12,2020/11/01 21:43:36,Jose Manuel,Gonzalez Brito,NA,NA,NA,NA,1,NA
350,2010/01/17 17:16:08,2020/12/29 19:48:36,Jose Dolores,Aristizabal Jaramillo,NA,NA,NA,NA,1,NA
316,2010/01/17 17:16:07,2021/01/22 07:21:23,Mario De Jesus,Alvarez Celis,NA,NA,NA,NA,1,NA
7139,2013/11/02 16:00:50,2013/11/02 16:03:12,Estefania,Galeano,NA,86,NA,NA,NA,NA
6998,2013/09/13 15:47:20,2013/09/13 15:53:32,Jose,Calixto Cely,NA,111,NA,NA,NA,NA
3834,2011/05/13 14:12:43,2011/05/13 14:18:30,Jorge,Arango,NA,147,NA,NA,NA,NA
5525,2012/06/12 21:49:14,2012/06/13 16:34:54,Corporación Excelencia,En La Justicia,NA,NA,NA,NA,NA,NA
3347,2011/01/19 15:13:24,2011/01/19 18:13:18,Alfredo,Pulido,NA,86,NA,NA,NA,NA
6595,2013/05/14 23:10:26,2013/05/16 19:48:49,Liliana,Oliveros León,NA,102,NA,NA,NA,NA
5527,2012/06/13 13:18:45,2012/06/13 13:19:27,Jaime,Obando,NA,2,NA,NA,NA,NA
12694,2018/01/26 21:04:54,2018/02/16 22:02:51,Armando,Buitrago Acevedo,NA,NA,NA,NA,1,NA
1916,2010/02/05 17:56:39,2013/11/15 14:15:03,Pedro,Socha,NA,NA,NA,NA,1,NA
3339,2011/01/16 21:15:20,2011/01/16 21:50:46,Jose,Medina,NA,NA,NA,NA,NA,NA
4347,2011/08/16 23:16:13,2011/08/16 23:34:20,Diego Fernando,Melo Sierra,1979-11-09,86,NA,NA,NA,NA
9015,2014/02/07 05:00:00,2014/07/18 10:03:21,Silvia Marcela,Correa Rodriguez,NA,NA,NA,NA,2,NA
9974,2014/06/12 05:14:19,2014/06/12 05:14:19,Alejandro,Pacheco Zapata,NA,NA,NA,NA,NA,NA
7059,2013/10/08 15:47:52,2015/10/21 16:15:32,Daniela,Swann,NA,NA,NA,NA,NA,NA
2542,2010/04/29 18:47:01,2010/04/29 23:55:25,Daniel,Assaf,NA,NA,NA,NA,NA,NA
2546,2010/05/01 15:52:14,2010/05/01 16:07:39,Andrés,Mezaescallón,NA,NA,NA,NA,NA,NA
3942,2011/06/02 16:30:15,2011/07/26 15:56:43,Camilo,Beltrán,NA,NA,NA,NA,NA,NA
2273,2010/02/21 16:33:07,2010/06/22 20:45:40,Isabel,Guerrero Garica,NA,NA,NA,NA,NA,NA
1915,2010/02/05 17:53:25,2018/01/23 13:42:00,Jorge Eliecer,Palacios,NA,NA,NA,NA,1,NA
4192,2011/07/28 16:45:59,2011/07/28 16:47:18,Jose Rafael,Espinosa Restrepo,NA,4,NA,NA,NA,NA
6541,2013/04/29 22:07:03,2013/04/29 22:21:48,Carlos Alberto,Villalobos Trejos,NA,86,NA,NA,NA,NA
396,2010/01/17 17:16:08,2021/02/14 13:53:00,Guillermo,Botero Mejia,NA,NA,NA,193,1,NA
362,2010/01/17 17:16:08,2021/03/19 11:19:52,Jaime Alberto,Avila Tovar,NA,NA,NA,NA,1,NA
428,2010/01/17 17:16:09,2021/03/17 19:17:07,Humberto,Carrillo Torres,NA,NA,NA,174,1,NA
430,2010/01/17 17:16:09,2021/02/13 07:45:21,Jose Arlen,Carvajal Murillo,NA,NA,NA,NA,1,NA
492,2010/01/17 17:16:10,2021/02/23 14:43:04,Enrique Juvenal,De Los Rios Herrera,NA,NA,NA,NA,1,NA
405,2010/01/17 17:16:09,2021/02/12 16:19:25,Ramiro,Calle Cadavid,NA,NA,U,174,1,NA
394,2010/01/17 17:16:08,2020/12/25 23:45:06,Juan Bautista,Bonilla Gonzalez,NA,NA,NA,NA,1,NA
463,2010/01/17 17:16:10,2021/01/21 23:04:23,Jairo,Coral Romo,NA,NA,NA,NA,1,NA
537,2010/01/17 17:16:11,2020/12/25 08:36:13,Antonio,Fernandez Atencio,NA,NA,NA,NA,1,NA
363,2010/01/17 17:16:08,2021/03/14 08:45:27,Alvaro,Ayala Lindarte,NA,NA,NA,NA,1,NA
356,2010/01/17 17:16:08,2021/02/21 05:56:46,Jose Amado,Aramendiz Gomez,NA,NA,NA,180,1,NA
404,2010/01/17 17:16:09,2020/11/11 15:42:37,Luis Edgar,Calderon Tovar,NA,NA,NA,NA,1,NA
4059,2011/06/27 00:50:10,2011/06/27 01:43:22,Juvenal,Alvarez Gallego,NA,183,NA,NA,NA,NA
5544,2012/06/15 00:28:53,2012/06/15 00:31:04,Patricia,Pardo,1964-04-09,86,NA,NA,NA,NA
5614,2012/06/29 02:25:21,2012/06/29 02:25:21,Jose,Nicolas Jimenez,NA,NA,NA,NA,NA,NA
5666,2012/07/23 20:50:44,2012/07/23 20:52:50,Obeth,Barraza,NA,NA,NA,NA,NA,NA
7131,2013/10/30 00:03:31,2013/10/30 00:05:48,Juan Carlos,Rico Noguera,NA,86,NA,NA,NA,NA
3414,2011/02/12 01:43:37,2011/02/12 01:45:24,Juan Carlos,Rodríguez Raga,NA,1,NA,NA,NA,NA
1937,2010/02/05 19:47:43,2013/11/15 14:15:04,Darly Yanit,Plaza Lourido,NA,NA,NA,NA,1,NA
1896,2010/02/05 14:41:53,2013/11/15 14:15:02,Carlos Manuel,Mendoza La Torre,NA,NA,NA,NA,1,NA
2695,2010/06/23 23:34:23,2010/06/23 23:35:28,Edwod,Edwod,NA,NA,NA,NA,NA,NA
5545,2012/06/15 04:09:12,2012/06/16 23:38:39,Juan,Sebastián Melo,1995-04-08,NA,NA,NA,NA,NA
2544,2010/04/30 02:37:48,2010/04/30 02:47:58,Moni,Vega,NA,NA,NA,NA,NA,NA
2545,2010/04/30 17:52:08,2010/06/22 20:45:40,Nico,Santamaria,NA,NA,NA,NA,NA,NA
7060,2013/10/08 18:34:09,2013/10/08 18:59:11,Sergio,Martinez Tapia,NA,266,NA,NA,NA,NA
3943,2011/06/02 16:37:12,2012/02/09 15:27:07,Luis Miguel,Téllez,NA,NA,NA,NA,NA,NA
7165,2013/11/09 20:11:33,2013/11/10 15:22:23,Monica A,Molina Romero,1988-01-01,86,NA,NA,NA,NA
3138,2010/10/23 20:56:51,2010/10/23 21:09:08,Carlos Andres,Perez Fernandez,NA,NA,NA,NA,NA,NA
6542,2013/04/30 12:49:20,2013/04/30 12:54:57,Dayanni,Olivo Bogotá,NA,86,NA,NA,NA,NA
3335,2011/01/14 17:33:15,2011/01/14 17:33:15,Diofante,Coronado,NA,NA,NA,NA,NA,NA
4962,2012/01/22 13:29:04,2012/05/05 11:13:38,Edgar,Peralta,NA,5,NA,NA,NA,NA
6597,2013/05/15 02:59:26,2013/05/15 03:01:26,Elder,Villar,NA,107,NA,NA,NA,NA
3332,2011/01/13 14:50:17,2011/09/03 01:42:00,Alex,Castaño,1992-08-14,NA,NA,NA,NA,NA
2630,2010/05/29 03:23:19,2010/05/29 03:26:54,Santiago,Tamayo,NA,NA,NA,NA,NA,NA
3502,2011/03/10 04:30:02,2011/03/10 04:30:03,Juan,Camilo Velasque,NA,NA,NA,NA,NA,NA
571,2010/01/17 17:16:12,2021/03/12 07:52:38,Hildebrando,Giraldo Parra,NA,375,U,185,1,NA
607,2010/01/17 17:16:13,2020/09/07 19:18:07,Santiago Manuel,Guerrero Salcedo,NA,NA,NA,NA,1,NA
638,2010/01/17 17:16:14,2020/12/15 16:25:36,Marcos Aurelio,Iguaran Iguaran,NA,299,NA,NA,1,NA
619,2010/01/17 17:16:13,2021/03/15 02:06:42,Barlaham,Henao Hoyos,NA,NA,NA,NA,1,NA
361,2010/01/17 17:16:08,2021/02/07 00:43:13,Manuel Dario,Avila Peralta,NA,NA,NA,NA,1,NA
544,2010/01/17 17:16:11,2021/02/21 06:04:45,Jose Maria,Franco,NA,NA,U,180,1,NA
695,2010/01/17 17:16:15,2021/03/12 04:02:31,Jose,Maya Burbano,NA,NA,U,193,1,NA
669,2010/01/17 17:16:14,2021/02/13 17:28:44,Campo Elias,Lopez Moron,NA,NA,U,174,1,NA
585,2010/01/17 17:16:12,2021/03/19 03:50:25,Jorge Humberto,Gonzalez Noreña,NA,70,U,180,1,NA
552,2010/01/17 17:16:12,2021/01/13 11:58:40,Joaquin,Garces Palacio,NA,NA,NA,NA,1,NA
637,2010/01/17 17:16:14,2021/02/10 02:55:21,John Jairo,Iguaran,NA,NA,NA,NA,1,NA
778,2010/01/17 17:16:16,2021/03/13 19:54:16,Javier Leon,Oyaga Gomez,NA,NA,NA,NA,1,NA
461,2010/01/17 17:16:10,2021/03/18 22:54:26,Luis Fernando,Contreras Romero,NA,NA,NA,NA,1,NA
515,2010/01/17 17:16:11,2021/03/03 20:24:09,Miryam Yudy,Echeverry Aubad,NA,312,NA,NA,2,NA
553,2010/01/17 17:16:12,2021/02/16 23:54:19,Francisco Miguel,Garces Vergara,NA,104,NA,NA,1,NA
616,2010/01/17 17:16:13,2020/12/05 00:29:44,Lisimaco,Guzman Quimbayo,NA,382,NA,NA,1,NA
613,2010/01/17 17:16:13,2020/11/19 17:25:03,Julio,Gutierrez Poveda,NA,NA,NA,NA,1,NA
618,2010/01/17 17:16:13,2021/01/12 17:20:49,Ramiro,Halima Peña,NA,NA,NA,NA,1,NA
4070,2011/06/30 02:28:16,2011/10/14 03:39:41,Manuel Fernando,Niño,NA,NA,NA,NA,NA,NA
3415,2011/02/12 18:44:38,2011/02/12 18:55:31,Fernando,Londoño Sua,NA,1,NA,NA,NA,NA
2919,2010/08/30 22:37:18,2010/08/30 22:41:51,Paula,Martínez Calderón,NA,NA,NA,NA,NA,NA
9975,2014/06/12 17:57:42,2014/06/12 17:57:42,Hipolito,Arevalo Tique,NA,NA,NA,NA,NA,NA
6868,2013/08/05 16:09:10,2014/02/18 14:13:35,Jorge Edward,Lopez,NA,NA,NA,NA,NA,NA
5611,2012/06/28 15:33:44,2014/11/25 16:37:51,Jorge Felipe,Carreño Sanchez,NA,NA,NA,NA,NA,NA
7061,2013/10/08 19:20:41,2013/10/08 19:26:32,Angela,Suarez,1981-01-20,232,NA,NA,NA,NA
5546,2012/06/15 05:21:46,2012/06/15 05:27:04,Diego,Forero Echeverri,NA,1,NA,NA,NA,NA
4350,2011/08/17 15:52:33,2011/08/17 21:44:16,Gacetin,Visible,NA,NA,NA,NA,NA,NA
3168,2010/11/03 13:09:04,2010/11/03 13:09:04,Hever,Ramirez,NA,NA,NA,NA,NA,NA
732,2010/01/17 17:16:16,2017/12/04 20:28:40,Nelson Norberto,Morales R,NA,NA,NA,NA,1,NA
4337,2011/08/15 13:07:29,2011/08/15 13:15:57,Jorge,Murcia,NA,86,NA,NA,NA,NA
9025,2014/02/07 05:00:00,2014/07/22 12:21:39,Martha,Acevedo Cardenas,NA,NA,NA,NA,NA,NA
4964,2012/01/23 14:16:46,2012/01/23 14:30:52,Nicolás,Alonso Escobar,NA,86,NA,NA,NA,NA
3944,2011/06/02 21:03:13,2011/07/26 15:59:35,Óscar,Hernández,NA,NA,NA,NA,NA,NA
677,2010/01/17 17:16:14,2019/12/04 00:37:46,Nazlly Judith,Lugo Bautista,NA,NA,NA,NA,2,NA
683,2010/01/17 17:16:15,2021/02/24 09:28:02,Carlos Alberto,Martin Salinas,NA,NA,NA,NA,1,NA
624,2010/01/17 17:16:13,2021/01/09 23:31:47,Eloy Francisco,Hernandez Diaz,NA,NA,NA,NA,1,NA
648,2010/01/17 17:16:14,2021/03/16 03:02:31,Oscar Celio,Jimenez Tamayo,NA,16,U,193,1,NA
698,2010/01/17 17:16:15,2021/01/10 13:30:43,Yimy Antonio,Mejia Baez,NA,NA,U,174,1,NA
626,2010/01/17 17:16:13,2021/03/09 23:50:23,Marco Tulio,Hernandez Urueña,NA,NA,NA,NA,1,NA
628,2010/01/17 17:16:13,2021/02/18 07:32:16,Cesar,Hincapie Silva,NA,NA,U,174,1,NA
575,2010/01/17 17:16:12,2021/02/13 12:32:53,Lucy Stella,Gomez Casallas,NA,NA,U,NA,2,NA
705,2010/01/17 17:16:15,2020/10/03 16:46:45,Claribel,Mejia Sierra,NA,NA,NA,NA,2,NA
779,2010/01/17 17:16:16,2021/03/17 05:14:02,Carlos Eugenio,Oyaga Quiroz,NA,167,NA,NA,1,NA
645,2010/01/17 17:16:14,2021/03/18 18:09:26,Pedro Nel,Jimenez Alzate,NA,NA,NA,NA,1,NA
858,2010/01/17 17:16:18,2020/11/26 03:45:59,Julio Angel,Restrepo Ospina,NA,NA,NA,NA,1,NA
840,2010/01/17 17:16:18,2020/12/15 04:43:12,Heligidio,Ramirez Jaramillo,NA,NA,NA,NA,1,NA
777,2010/01/17 17:16:16,2021/03/09 03:07:16,Carlos Alberto,Oviedo Alfaro,NA,NA,NA,NA,1,NA
887,2010/01/17 17:16:19,2020/11/29 10:58:51,Samuel,Ruiz Sarmiento,NA,NA,NA,NA,1,NA
687,2010/01/17 17:16:15,2021/03/06 04:50:21,Orlando,Martinez Callejas,NA,NA,NA,NA,1,NA
833,2010/01/17 17:16:17,2020/12/31 16:12:34,Roberto,Quintero Rueda,NA,NA,NA,NA,1,NA
892,2010/01/17 17:16:19,2021/03/19 04:50:27,Guillermo Antonio,Sagra Serrano,NA,NA,NA,NA,1,NA
787,2010/01/17 17:16:17,2021/02/03 16:15:33,Rafael Emilio,Palau Diaz,NA,NA,U,174,1,NA
751,2010/01/17 17:16:16,2021/02/05 01:44:38,Juan Jose,Naranjo Torres,NA,NA,NA,NA,1,NA
712,2010/01/17 17:16:15,2021/02/06 06:51:41,Plinio,Mendoza Salamanca,NA,53,U,201,1,NA
890,2010/01/17 17:16:19,2021/02/12 01:48:46,Lynda Josefina,Sabagh Viana,NA,NA,NA,NA,2,NA
1059,2010/01/17 17:16:22,2021/03/05 23:03:09,Angel Antonio,Daza Caicedo,NA,NA,NA,NA,1,NA
797,2010/01/17 17:16:17,2021/02/16 01:15:31,Raul,Paba Royero,NA,NA,NA,NA,1,NA
6544,2013/04/30 21:10:43,2013/04/30 21:14:40,Javier,López,NA,86,NA,NA,NA,NA
3344,2011/01/19 02:51:20,2011/01/19 02:56:01,Jhon,Martinez,NA,86,NA,NA,NA,NA
3171,2010/11/03 23:44:40,2010/11/03 23:48:22,Andres Alberto,Galeano,NA,4,NA,NA,NA,NA
2106,2010/02/11 20:34:34,2018/01/26 17:03:02,Hugo Adrian,Corrales Gallego,NA,NA,NA,NA,1,NA
9024,2014/02/07 05:00:00,2018/02/09 15:11:29,Luis Manuel,Rodriguez Martinez,NA,NA,NA,NA,1,NA
7065,2013/10/09 00:28:11,2013/10/09 00:32:16,Sandra,Perdomo,NA,NA,NA,NA,NA,NA
2237,2010/02/16 16:14:24,2018/09/10 15:42:47,Ruben Dario,Ceballos Mendoza,NA,NA,NA,NA,1,NA
4351,2011/08/17 15:58:48,2011/08/17 16:01:31,Julian Ricardo,Romero Garibelo,NA,53,NA,NA,NA,NA
4343,2011/08/16 13:57:01,2011/08/16 14:08:28,Jane Krupskaia,Garcia,NA,86,NA,NA,NA,NA
2519,2010/04/27 19:27:25,2010/04/27 19:27:43,Luis,M Rodriguezr,NA,NA,NA,NA,NA,NA
4062,2011/06/28 03:16:22,2014/11/28 04:07:15,Jorge Hernando,Muñoz,NA,348,NA,NA,NA,NA
1940,2010/02/05 19:57:34,2014/07/18 10:03:38,Carlos Humberto,Lasso,NA,NA,NA,NA,1,NA
3340,2011/01/17 15:28:39,2014/12/30 20:53:51,Diego,Sanabria,NA,343,NA,NA,NA,NA
6870,2013/08/05 20:29:43,2013/08/05 20:31:35,Diana Alejandra,Cortés Gaitán,NA,86,NA,NA,NA,NA
584,2010/01/17 17:16:12,2021/02/11 22:07:27,Carlos Eduardo,Gomez Sierra,NA,NA,NA,NA,1,NA
848,2010/01/17 17:16:18,2021/03/18 07:14:21,Juan Carlos,Ramos Agudelo,NA,NA,NA,NA,1,NA
782,2010/01/17 17:16:16,2020/04/12 10:25:05,Harold Raul,Padilla Sepulveda,NA,NA,NA,NA,1,NA
837,2010/01/17 17:16:18,2021/03/01 11:25:48,Jaime Francisco,Ramirez Barrera,NA,NA,NA,NA,1,NA
1073,2010/01/17 17:16:23,2020/12/04 12:08:24,Rafael,Medina Fernandez,NA,NA,NA,NA,1,NA
1023,2010/01/17 17:16:22,2021/03/17 15:24:28,Orestes De Jesus,Zuluaga Salazar,NA,NA,NA,NA,1,NA
923,2010/01/17 17:16:19,2021/03/07 06:41:56,Alberto Antonio,Serrano Ruiz,NA,NA,NA,NA,1,NA
838,2010/01/17 17:16:18,2021/03/15 02:07:41,Luz Amparo,Ramirez De Garces,NA,NA,NA,NA,2,NA
412,2010/01/17 17:16:09,2021/01/14 02:04:01,Eciebel Antonio,Cano Garcia,NA,NA,NA,NA,1,NA
1151,2010/01/17 17:16:24,2021/03/10 14:47:56,Carlos Manuel,Choles Ortiz,NA,NA,NA,NA,1,NA
743,2010/01/17 17:16:16,2020/12/25 01:58:38,Eladio,Mosquera Borja,NA,NA,NA,NA,1,NA
977,2010/01/17 17:16:21,2021/01/11 00:17:34,Cesar Adulfo,Vargas Veloza,NA,NA,NA,NA,1,NA
784,2010/01/17 17:16:17,2021/01/27 15:36:02,Carlos Manuel,Palacios Hoyos,NA,NA,NA,NA,1,NA
918,2010/01/17 17:16:19,2021/01/10 03:17:12,Jorge Elias,Scaff Uejbe,NA,NA,NA,NA,1,NA
828,2010/01/17 17:16:17,2020/12/01 12:59:59,Jaime,Puentes Cuellar,NA,NA,NA,NA,1,NA
983,2010/01/17 17:16:21,2021/01/20 19:07:28,Gerardo,Vecino Villareal,NA,NA,NA,NA,1,NA
1106,2010/01/17 17:16:23,2020/12/13 13:14:06,Beznaida,Cordoba Panesso,NA,NA,NA,NA,2,NA
810,2010/01/17 17:16:17,2021/03/19 01:13:59,Roberto Antonio,Perez Santos,NA,NA,U,181,1,NA
1028,2010/01/17 17:16:22,2021/01/17 04:21:10,Jose Ignacio,Caballero Caballero,NA,229,NA,NA,1,NA
699,2010/01/17 17:16:15,2021/02/25 14:37:22,Juan Miguel,Mejia Camargo,NA,NA,NA,NA,1,NA
860,2010/01/17 17:16:18,2021/02/16 19:34:12,Mario,Rincon Perez,NA,NA,NA,174,1,NA
878,2010/01/17 17:16:18,2021/03/19 15:15:58,Luis German,Rojas Giron,NA,NA,NA,NA,1,NA
621,2010/01/17 17:16:13,2021/02/01 04:19:25,Angela Maria,Henao Zea,NA,NA,NA,NA,2,NA
835,2010/01/17 17:16:18,2021/03/12 19:19:37,Henry,Quiroga Castro,NA,NA,NA,NA,1,NA
880,2010/01/17 17:16:18,2021/03/18 22:01:08,Jairo Enrique,Rojas Pulido,NA,NA,NA,NA,1,NA
895,2010/01/17 17:16:19,2020/12/22 20:14:04,Parmenides Alexander,Salazar Avila,NA,NA,NA,NA,1,NA
1149,2010/01/17 17:16:24,2020/12/26 00:10:48,Maria Helena,Molina,NA,NA,NA,NA,2,NA
851,2010/01/17 17:16:18,2020/12/20 06:54:14,Pedro Felipe,Rangel Rojas,NA,NA,NA,NA,1,NA
902,2010/01/17 17:16:19,2021/02/27 21:56:13,Oscar De Jesus,Sanchez Franco,NA,NA,NA,NA,1,NA
3945,2011/06/02 21:40:48,2011/10/18 14:05:57,María Paula,Ortíz Moreno,NA,86,NA,NA,NA,NA
7168,2013/11/09 22:15:54,2013/11/09 22:17:43,Francisco,Zambrano Burgos,NA,348,NA,NA,NA,NA
2509,2010/04/24 17:15:42,2010/04/24 17:16:46,Hector Emilio,Vengoechea Ospino,NA,NA,NA,NA,NA,NA
1941,2010/02/05 20:00:01,2013/11/15 14:15:04,Pedro Alejandro,Murcia Lamprea,NA,NA,NA,NA,1,NA
1518,2010/01/27 16:15:30,2013/11/15 14:14:46,Carlos Alberto,Lugo Piedrahita,NA,NA,NA,NA,1,NA
3505,2011/03/10 20:57:42,2011/05/02 20:52:18,Juan,Pescador,1987-10-15,4,NA,NA,NA,NA
2221,2010/02/16 14:21:46,2018/01/23 15:04:05,Russi Ariel,Urrea Sanchez,NA,NA,NA,NA,1,NA
2222,2010/02/16 14:24:33,2018/01/19 20:37:44,Sandro,Garzon Pizarro,NA,NA,NA,NA,1,NA
2511,2010/04/25 23:52:04,2010/04/25 23:55:26,Julian,Diaz,NA,NA,NA,NA,NA,NA
6756,2013/06/21 00:17:30,2013/06/21 00:23:12,Alejandro,Mahecha,NA,4,NA,NA,NA,NA
2239,2010/02/16 16:21:35,2014/07/18 10:03:30,Aura Cristina,Geithner,NA,NA,NA,NA,2,NA
2655,2010/06/10 21:30:40,2011/02/07 21:02:12,Mónica,Wills,NA,NA,NA,NA,NA,NA
2518,2010/04/27 16:54:09,2010/06/22 20:45:40,Natalia,Gonzalez,NA,NA,NA,NA,NA,NA
5642,2012/07/09 16:34:31,2012/07/15 04:39:50,Pablo,Calderón Piedra,NA,NA,NA,NA,NA,NA
6871,2013/08/06 03:36:44,2013/08/06 03:40:31,Sandra,Rubio,NA,1,NA,NA,NA,NA
3514,2011/03/13 14:27:58,2011/03/13 15:55:27,Jonathan,Murillo Mosquera,1991-12-09,4,NA,NA,NA,NA
2631,2010/05/29 04:02:28,2010/05/29 04:05:34,William Andiel,Galván Abreu,NA,NA,NA,NA,NA,NA
1128,2010/01/17 17:16:24,2021/03/12 00:32:59,Freddy Geovanni,Garcia Herreros,NA,NA,NA,NA,1,NA
957,2010/01/17 17:16:20,2021/03/12 10:55:00,Diego,Turbay Cote,NA,NA,U,185,1,NA
861,2010/01/17 17:16:18,2021/01/06 19:47:49,Severiano Antonio,Rivera Anaya,NA,376,NA,NA,1,NA
314,2010/01/17 17:16:07,2021/02/06 00:20:21,Lorenzo,Almendra Velasco,NA,NA,NA,NA,1,NA
1101,2010/01/17 17:16:23,2021/01/23 00:18:51,Orlando Mario,Cabana Jamette,NA,NA,NA,NA,1,NA
1050,2010/01/17 17:16:22,2021/03/15 02:16:47,Juana Bautista,Ramirez Gutierrez,NA,NA,U,174,2,NA
1161,2010/01/17 17:16:24,2021/03/18 00:01:47,Rafael,Castillo Sanchez,NA,NA,NA,NA,1,NA
1056,2010/01/17 17:16:22,2020/11/19 10:39:10,Julio Cesar,Gomez Vanegas,NA,NA,NA,NA,1,NA
1121,2010/01/17 17:16:24,2021/02/25 16:38:30,Camilo,Nelson Astaiza,NA,NA,NA,NA,1,NA
1107,2010/01/17 17:16:23,2021/03/18 17:29:22,Oliver,Rayo Trigueros,NA,NA,NA,NA,1,NA
952,2010/01/17 17:16:20,2021/03/16 02:56:43,Nelson Javier,Torres Romero,NA,NA,NA,NA,1,NA
1306,2010/01/17 17:16:28,2021/01/19 22:27:21,Carlos Alberto,Estefan Upegui,NA,NA,Po,217,1,NA
1099,2010/01/17 17:16:23,2021/03/05 17:53:13,Antonio Claret,Mendoza Martinez,NA,NA,NA,NA,1,NA
1008,2010/01/17 17:16:21,2021/02/05 05:14:22,Jose Ignacio,Vives Menotti,NA,NA,NA,NA,1,NA
1124,2010/01/17 17:16:24,2021/03/01 03:02:12,Jaime,Martinez,NA,NA,NA,NA,1,NA
924,2010/01/17 17:16:19,2021/03/14 08:47:26,Alvaro Angel,Serrano Vivius,NA,NA,NA,NA,1,NA
1100,2010/01/17 17:16:23,2021/02/25 23:50:37,Jairo Enrique,Romero Redondo,NA,NA,NA,NA,1,NA
