id,nombre
673,mortalidad infantil
674,indicadores
675,Guajira
676,desnutrición
677,derechos fundamentales
678,Ministerio de Educación
679,educación pública
680,actividad sindical
681,magisterio
682,www.razonpublica.com
683,Fernando Bernal
684,Montes de María
685,guerra
686,grupos armados
687,movilización
688,Huila
689,política exterior
690,locomotoras
691,Luis Hernando Barreto Nieto
692,Constitución Política
693,señal en vivo
694,streaming
695,Canal del Congreso
696,Policía Nacional
697,Fuerzas Militares
698,Ejército Nacional
699,Misopostrol
700,aborto Colombia
701,Píldora aborto Colombia
702,Conductores
703,Ebrios
704,victimas
705,Tolemaida
706,INPEC
707,Ballesteros
708,Puertos
709,La Guajira
710,Asesinatos LGBT Colombia
711,homosexuales asesinados Colombia
712,accidentes de transito
713,Nemocón
714,Proyecto de Ley 206 de 2011
715,Gabriel Misas
716,Ricardo Bonilla González
717,TLC Colombia Estados Unidos
719,Aldo Olano
720,Estado
721,Estado Social de Derecho
722,asesinato hip hop Medellín
723,Lukas Jaramillo
724,Casa de Estrategias
725,Mónica Roa
726,Procurador
727,vías terciarias
728,infraestructura vial
729,"PETRÓLEO, SAN ANDRÉS"
730,"FÉLIX VALERA, PETRÓLEO, SAN ANDRÉS, SEAFLOWER"
731,"PETROLEO, SAN ANDRES, UNESCO"
732,conciencia
733,"FELIX VALERA, PETROLEO, SAN ANDRES, UNESCO"
734,convivencia
735,prevención
736,Ministro Transporte
737,Germán Cardona
738,desastres
739,préstamos
740,riesgo natural
741,Consulta Popular
742,Alfonso Prada
743,June Marie Mow
744,"Circulares, Resoluciones"
745,paramilitarismo
746,Obama
747,capital social
748,impuestos
749,César González
750,Reforma Juan Manuel Santos
751,Sostenibilidad Social
752,Proyectos de Ley
753,Fabián Sanabria
754,Colombia laíca laíco
755,Colombia Religión Laico
756,Iván Jaramillo Pérez
757,Cartes EPS Colombia
758,alcaldía de bogotá
759,Procuraduría General de la Nación
760,Presidencia de la República
761,Transmilenio
762,SITP Sistema integrado de transporte público
763,Minería
764,Explotación
765,Paisaje Cultural Cafetero
766,Patrimonio Cultural
767,UNESCO
768,SOAT
769,Óscar José Mesa Sánchez
770,Red Latinoamericana de Transparencia Legislativa
771,Roxana Castellón
772,Antonio Hill
773,Emergencia invernal
774,Colombia humanitaria
775,Telefonía Celular
776,Ministerio de TIC
777,Audiencia Pública
778,Adriana Delgado Gutiérrez
779,Paul Bromberg
780,Propiedad intelectual
781,Senador Jorge Enrique Robledo
782,Humedales
783,Río Bogotá
784,Urbanización
785,María Camila Moreno
786,Viviana Tacha
787,carlos andres amaya
788,Sandra Liliana Osses Rivera
789,Equidad de género
790,Senadora Claudia Wilches
791,Ola Invernal
792,Sector Salud
793,educación
794,Guillermo Hoyos Vásquez
795,racismo
796,discriminación
797,medios de comunicación
798,prosperidad democrática
799,Gloria Ortega Pérez
800,Derechos de autor
801,Ley Lleras
802,ley 1438
803,seguridad social
804,OMS
805,NATALIDAD
806,SUBSIDIO
807,OBJETIVOS DEL MILENIO
808,Patricia Linares Prieto
809,Jorge Orlando Melo
810,contrarreforma política
811,UNIFEM
812,Motos dos tiempos
813,contaminación
814,inscripción cédulas
815,MOE
816,observación electoral
817,elecciones 2011
818,MOE
819,delitos
820,riesgo electoral
821,Román Ortiz
822,Consulta interna
823,Lukas Jaramilllo
824,Juan Diego Jaramillo Morales
825,Graffiti
826,Medellín
827,Dirección Nacional de Estupefacientes
828,DNE
829,Germán Vargas Lleras
830,TPS
831,emigrantes
832,Colombianos en el exterior
833,Mariana Salazar Posada
834,Ollanta Humala
835,Keiko Fujimori
836,Cancillería
837,tijeras
838,Congreso
839,Canales Privados
840,Comisión Nacional de Televisión
841,Contenidos
842,Corrupción
843,Germán Rey
844,Pauta Publicitaria
845,Reforma Institucional
846,Carbón
847,Congreso de la República
848,Mauricio Cabrera Galvis
849,desplazados
850,revaluación
851,Carmen Andrea Becerra Becerra
852,despojo
853,XV Encuentro de Mujeres de Negro
854,Red de Mujeres de Negro
855,Afrocolombianidad
856,Aura Liliana López López
857,Discriminización
858,Racisimo
859,Ana Fabricia Cordoba
860,desinterés
861,identidad
862,Enrique Peñalosa
863,José Fernando Flórez
864,Empleados Provisionales
865,Ana Córdoba
866,Angelino Garzón
867,Bacrim
868,Buenaventura
869,Guapi
870,Quibdó
871,Tumaco
872,Timbiquí
873,Iscuandé
874,Apartadó
875,Cartagena
876,beneficio
877,descuento
878,vivienda
879,suelo urbanizable
880,suelo urbanizable
881,macroproyectos de vivienda
882,vivienda de interés social
883,comunas Medellín
884,Animales
885,Michael Reed Hurtado
886,Nini Johanna Soto
887,territorio
888,participación
889,igualdad
890,marcha orgullo gay Colombia
891,Álvaro Pardo
892,Confianza Inversionista
893,Deducciones
894,Extensiones
895,Extenciones
896,política minera
897,Government Take
898,Política tributaria
899,Saludcoop
900,Juan Pablo Ruiz Soto
901,Juan Pablo Ruiz Soto
902,ambientalismo
903,Marcela Anzola
904,Puerta del sol
905,Jaime Wilches
906,River Plate descenso
907,fútbol Argentina
908,Alexandra Moreno Piraquive
909,Ley de maternidad
910,parto
911,madres
912,cifras
913,endurecimiento
914,penas
915,Informe Mundial sobre las Drogas 2011
916,Colombia drogas
917,Plan Colombia
918,Tercer aniversario Razón Pública
919,Decreto 1630
920,Óscar Murillo Ramírez
921,Rock al parque
922,Colombia Rock
923,comericantes
924,Carlos Alberto Mejía Walker
925,Saúl Franco
926,Gerardo Ardila
927,Camilo Herrera Mora
928,Constitución
929,Extrema derecha
930,ideologías
931,neonazis
932,Reforma electoral
933,tarifa diferenciada
934,licencia por puntos
935,ingenieria militar
936,Juan Manuel Charry
937,Congestión Judicial
938,Concejo Superior de la Judicatura
939,Consejo Superior de la Judicatura
940,Reforma a la justicia
941,Impunidad
942,Claudia Hurtado Caycedo
943,matrimonio igualitario
944,iglesia derechos lgbt Colombia
945,Bavaria
946,Colombiano
947,Eduardo Lara
948,Fifa
949,Fútbol
950,James Rodríguez
951,Joseph Blatter
952,Política colombiana
953,Mundial Sub-20 Colombia
954,seguridad
955,legislatura
956,desempleo
957,trámite legislativo
958,Agustin Codazzi
959,Comisión Segunda
960,debates
961,migraciones
962,ordenamiento territorial
963,periodismo
964,Milly Dowler
965,News Corporation
966,poder mediático
967,Tabloides
968,Rupert Murdoch
969,Rebekah Brooks
970,candidatos
971,paternidad
972,ICBF
973,Mauricio Puello Bedoya
974,Clara López
975,Claudia Gurisatti
976,Mano negra
977,Plinio Apuleyo Mendoza
978,Rodrigo Lara Restrepo
979,Política colombiana
980,Alfonso Cano
981,Carta abierta
982,Conflicto armado
983,Humberto de la Calle
984,adulto mayor
985,Hernando Llano Ángel
986,Miguel Samper
987,falsos positivos
988,Fiscalía general
989,violencia familiar
990,embarazo adolescente
991,regla fiscal
992,inflación
993,tasa de cambio
994,Ministerio de Hacienda y Crédito Público
995,gasto público
996,finanzas públicas
997,Sistema General de Participaciones
998,grado de inversiones
999,Inversión Extranjera Directa
1000,Juan Carlos Echeverry
1001,Revaluación
1002,Sector Minero–Energético
1003,Renovación Absoluta
1004,Luis Alejandro Arévalo Rodríguez
1005,elecciones locales
1006,Valle del Cauca
1007,Diego Otero
1008,neoliberalismo
1009,Bolillo Gómez
1010,Oscar Mejía Quintana
1011,los vices
1012,fórmula
1013,antioquia
1014,Rafael Romero Piñeros
1015,voluntad anticipida
1016,asamblea
1017,mundial
1018,Consejos Consultivos
1019,ministerio de relaciones exteriores
1020,corte penal internacional
1021,Ruta Pacífica de las Mujeres
1022,intereses
1023,Massimo de Ricco
1024,Al Qaeda
1025,Iraq
1026,musulmanes
1027,xenofobia
1028,mal
1029,masacres
1030,Señores de La Guerra
1031,Tortura
1032,Hannah Arendt
1033,Pluralismo Político
1034,Agencia Nacional de Hidrocarburos
1035,Armando Zamora
1036,ANH
1037,Claudia Navas Caputo
1038,Armas de Fuego
1039,Instituto Nacional Penitenciario y Carcelario
1040,educación
1041,Carlos Lemoine
1042,Comunidades Indígenas
1043,Código Minero
1044,ICETEX
1045,Javier Duque Daza
1046,ministerio del interior
1047,Finanzas
1048,Carmenza Saldías Barreneche
1049,Asesinatos
1050,Persecuciones
1051,Juan Guillermo Gómez
1052,Jorge Noguera
1053,Departamento Administrativo de Seguridad
1054,Corporación Humanas
1055,Paneleros
1056,Panela
1057,Hoya Río Suárez
1058,Caleidoscopio
1059,David Luna
1060,Gustavo Petro
1061,Alcaldía de Bogotá
1062,Puerto Gaitán
1063,Pacific Rubiales
1064,Ecopetrol
1065,Paloma Soria
1066,Ley 1448 de 2011
1067,Abuso de Autoridad
1068,Delincuencia
1069,Juan Carlos Ruiz Vásquez
1070,Ministerio de Cultura
1071,Ernesto Rojas Morales
1072,Conferencia Nac. de Organizaciones Afrocolombianas
1073,Justicia Transicional
1074,interrupción del embarazo
1075,Acto legislativo 06/11 Senado.
1076,Ángel Beccassino
1077,Clientelismo
1078,Laura Gil
1079,Rosalía Correa Young
1080,Paulo Andrés Pérez
1081,Annika Dalén
1082,Diana Guzmán
1083,reforma educación superior
1084,Julio Silva Colmenares
1085,Bavaria
1086,Julio Mario Santo Domingo
1087,Cerveza Águila
1088,Astríd Martínez Ortíz
1089,madres cabeza de familia
1090,Jaime Tenjo G
1091,Congreso Visible_Capítulo Antioquia
1092,Santiago Pardo
1093,Jorge Villegas Gaitán
1094,Jorge Gaitán Villegas
1095,Amnistía Internacional
1096,Autoritarismo
1097,Consejo Nacional de Transición
1098,Massimo Di Ricco
1099,Muamar El Gadafi
1100,Otan
1101,tarjeta electoral
1102,tarjetón
1103,Gerardo Durango
1104,Consejo Nacional Electoral
1105,Democracia
1106,Elecciones Locales
1107,Moe
1108,Política
1109,Voto Ciudadano
1110,ETA
1111,Kristian Herbolzheimer
1112,votos nulos
1113,Luis Enrique Orozco Silva
1114,Universidad
1115,Reforma Ley 30
1116,Maria Fernanda Campo
1117,Estudiantes
1118,Sentencia C 750 Del 2008
1119,Bloque De Constitucionalidad
1120,Rodrigo Rojas
1121,Fibra Optica
1122,Ética
1123,Comisión Global de política de drogas
1124,Comisión Latinoamericana De Drogas Y Democracia
1125,Guerra Contra Las Drogas
1126,Juan Manuel Santos
1127,Legalización
1128,Carta al Presidente Juan Manuel Santos
1129,Rural
1130,Mujeres rurales
1131,vías
1132,Estatuto de ciudadanía Juvenil
1133,Ministerio del Interior
1134,penalizar
1135,Red nacional de mujeres
1136,cupos escolares
1137,Bancos
1138,Contraloría
1141,Putumayo
1142,condecoración
1143,Ley de Victimas
1144,Jaime Buenahora
1145,Ley Retorno
1146,Acompañamiento Institucional
1147,Circunscripción Internacional
1148,Álvaro Camacho Guizado
1149,Rafael Colmenares
1150,Jorge Andrés Hernández
1151,Fabio Alberto Portilla
1152,Papeto
1153,Balance 2011
1154,Alejandro Ordóñez
1155,Juan Manuel Dávila
1156,Valerie Domínguez
1157,Derecho internacional Humanitario
1158,Snaipd
1159,Snaipd
1160,Sentencia T 025
1161,Código Electoral
1162,Plan Nacional de Gobierno
1163,pnd
1164,Coyuntura
1165,Globalización
1166,Agenda Pública
1167,Fondo Monetario Internacional
1168,Fmi
1169,Rodrigo Uprimny
1170,Prohibición
1171,Timoleón Jiménez
1172,José Fernando Isaza
1173,parafiscales
1174,2012
1175,Autoridad Nacional De Televisión Antv
1176,La Comisión De Regulación De Comunicaciones Crc
1177,Digital
1178,Ley de televisión
1179,Televisión Analógica
1180,Mauricio Jaramillo Jassir
1181,Ahmadinejad Mahmmoud
1182,Argumentos Morales
1183,consumo
1184,dosis personal
1185,La verdadera agenda
1186,México
1187,neo paramilitarismo
1188,combates
1189,violencia sindical
1190,denuncia
1191,POS
1192,CRES
1193,conectividad
1194,prosperidad
1195,Corridas de toros
1196,Futbol Colombiano
1197,Ley 1445
1198,Ministro de Minas y Energía
1199,Ministerio de Minas y Energía
1200,estabilidad jurídica
1201,multinacionales
1202,"Ministerio de Comercio, Industria y Turismo"
1203,porte de armas
1204,desarme
1205,Organización de las Naciones Unidas
1206,gobernabilidad
1207,Urabeños
1208,exclusión social
1209,violencia intrafamiliar
1210,Avenida Longitudinal de Occidente
1211,ALO
1212,Antonio Navarro
1213,IDU
1214,Pacífico
1215,transnacional
1216,Cancillería
1217,Armada Nacional
1218,Antonio Navarro
1219,Marco legal para la paz
1220,salud pública
1221,política criminal
1222,tránsito
1223,crisis económica
1224,modernización
1225,emprendimiento
1226,Organización Internacional del Trabajo OIT
1227,Viviane Morales
1228,Carlos Alonso Lucio
1229,tierra
1230,reconciliación
1231,Ministro de Agricultura y Desarrollo Rural
1232,Juan Camilo Restrepo
1233,Corea del Sur
1234,desaparición forzada
1235,TLC Colombia Corea del del Sur
1236,Ministro de Defensa
1237,Maritza Martínez
1238,Juan Carlos Rizzetto
1239,Doris Vega
1240,Yensi Acosta
1241,Sociedad Civil
1242,Sistema General de Regalías
1243,mafia
1244,despenalización
1245,agro
1246,medicamentos
1247,Ministerio de Salud
1248,EPS
1249,Senador Camilo Sánchez Ortega
1250,Bancada Política Animalista ALTO
1251,privatización
1252,Ivan Name
1253,Carlos Andrés Amaya
1254,Gilma Jiménez
1255,Jóvenes Partido Verde
1256,Luis Fernando Alarcón Urrutia
1257,Carlos Ramón González
1258,Daniel García Colorado
1259,JuventudEs Colombia
1260,dólar
1261,sistema nacional de migraciones
1262,SRPA
1263,Sistema de Responsabilidad Penal para Adolescentes
1264,Senador Mauricio Ospina
1265,Cumbre de las Américas
1266,Relaciones Internacionales
1267,vigencias futuras
1268,Nación
1269,Organismos de Control
1270,Japón
1271,cooperación
1272,campesinos
1273,Disciplina
1274,Militar
1275,Díaz
1276,POS
1277,SITP
1278,Razón Pública
1279,Cuba
1280,Legislación Laboral
1281,Ley
1282,Batalla
1283,Científico
1284,Artístas
