id,autor_id,titulo,descripcion,tipo_blog_id,destacado
29,2466,El género en el Congreso!,"Este es un blog que busca hacer más plural nuestra comprensión de la arena política de nuestro país promoviendo la discusión de temáticas con enfoque de género al interior del Congreso de la República. Por un lado se hará seguimiento a votaciones, proyectos de ley, citaciones de control, ordenes del día, partidos y congresistas que promuevan iniciativas en este sentido; y por otro se promoverá la discusión entre nuestros usuarios tanto del sistema como de las redes sociales como Twitter y Facebook para multiplicar la información y fomentar la deliberación.",1,FALSE
336,3537,Blog de Colombia Diversa,NA,1,FALSE
337,2728,Blog del Partido Liberal Colombiano,NA,1,FALSE
342,3553,Blog de Codhes,NA,1,FALSE
370,4593,Blog de la Corporación Transparencia por Colombia,NA,1,FALSE
55,1900,Blog del senador Jorge Eduardo Londoño,NA,1,FALSE
41,2873,Publicamente real,Espacio de análisis coyuntural sobre las realidades sociales de Colombia dentro del marco parlamentario.,1,FALSE
45,1288,Blog de la Senadora Karime Mota y Morad,NA,1,FALSE
51,1901,Blog del Senador John Sudarsky,NA,1,FALSE
40,2725,Blog de David Jiménez,NA,1,FALSE
332,3397,Inventio.lab,"inventio-lab hace investigación en comunicación de gobierno, electoral, internacional y militar. Abarca perspectivas de análisis que atraviesan el enfoque sistémico, la filosofía del lenguaje, constructivismo, psicología cognitiva, psicología social y social y retórica. En comunicación política sus temas de estudio son: estudios de medios, nuevos medios, élites, creencias, encuadramientos; en comunicación estregica: storytelling y narrativa, crisis, riesgo y análisis de contenido.",1,FALSE
44,1899,Blog de la Senadora Gilma Jiménez,NA,1,FALSE
53,2146,Blog del Representante Carlos Julio Bonilla,NA,1,FALSE
49,1876,Blog del Representante Elkin Ospina,NA,1,FALSE
371,4596,Blog de la Corporación Ocasa,NA,1,FALSE
86,75,Blog del Senador Juan Manuel Corzo,NA,1,FALSE
58,2523,Blog del Representante Wilson Hernando Gómez,NA,1,FALSE
59,2525,Blog del Senador Martín Emilio Morales,NA,1,FALSE
64,1296,Blog del Senador Héctor Julio Alfonso,NA,1,FALSE
66,2304,Blog de la Senadora Amparo Arbeláez,NA,1,FALSE
72,60,Blog del Senador Carlos Emiro Barriga,NA,1,FALSE
74,164,Blog del Senador Musa Besayle,NA,1,FALSE
75,64,Blog del Senador Javier Cáceres Leal,NA,1,FALSE
80,535,Blog del Senador Fuad Char,NA,1,FALSE
81,179,Blog del Senador Carlos Ramiro Chavarro,NA,1,FALSE
94,1143,Blog del Senador Carlos Ferro Solanilla,NA,1,FALSE
84,73,Blog de la Senadora Piedad Córdoba,NA,1,FALSE
98,1367,Blog de la Senadora Nora García Burgos,NA,1,FALSE
101,1934,Blog del Senador Jesús Ignacio García,NA,1,FALSE
103,90,Blog del Senador Roberto Víctor Gerlein,NA,1,FALSE
43,2119,Blog del Representante Juan Valdés,NA,1,FALSE
91,194,Blog del Senador Bernardo Miguel Elías,NA,1,FALSE
104,211,Blog del Senador Édgar Alfonso Gómez,NA,1,FALSE
563,381,Blog del Representante Andrés Felipe Villamizar Ortiz,NA,1,FALSE
77,2529,Blog de la Senadora Arleth Casado,NA,1,FALSE
47,160,Blog del Senador Roy Barreras,NA,1,FALSE
97,87,Blog de la Senadora Daira de Jesús Galvis,NA,1,FALSE
107,1896,Blog del Senador José Francisco Herrera,NA,1,FALSE
108,1268,Blog del Senador Germán Darío Hoyos,NA,1,FALSE
110,98,Blog del Senador Jorge Aurelio Iragorri,NA,1,FALSE
121,109,Blog del Senador Néstor Iván Moreno,NA,1,FALSE
122,1274,Blog del Senador Carlos Fernando Motoa,NA,1,FALSE
93,83,Blog del Senador Édgar Espíndola,NA,1,FALSE
125,851,Blog del Senador Plinio Edilberto Olano,NA,1,FALSE
129,920,Blog del Senador Carlos Arturo Quintero,NA,1,FALSE
131,1314,Blog del Senador Fuad Emilio Rapaj,NA,1,FALSE
133,122,Blog del Senador Juan Carlos Restrepo,NA,1,FALSE
134,2531,Blog del Senador Juan Carlos Rizzetto,NA,1,FALSE
79,68,Blog del Senador Efraín José Cepeda,NA,1,FALSE
140,133,Blog del Senador Luis Emilio Sierra,NA,1,FALSE
143,299,Blog del Senador Fernando Eustacio Tamayo,NA,1,FALSE
145,136,Blog del Senador Efraín Torrado,NA,1,FALSE
82,3032,Blog del Senador José Iván Clavijo,NA,1,FALSE
363,3642,Blog de La Red Latinoamericana por la Transparencia Legislativa,NA,1,FALSE
62,81,Blog del Senador Carlos Eduardo Enríquez,NA,1,FALSE
111,354,Blog del Senador Juan Mario Laserna,NA,1,FALSE
126,1794,Blog del Senador Mauricio Ernesto Ospina,NA,1,FALSE
120,108,Blog de la Senadora Alexandra Moreno Piraquive,NA,1,FALSE
68,58,Blog del Senador Luis Carlos Avellaneda,NA,1,FALSE
87,76,Blog del Senador Juan Fernando Cristo,NA,1,FALSE
78,67,Blog del Senador Bernabé Celis,NA,1,FALSE
96,636,Blog del Senador Honorio Galvis,NA,1,FALSE
61,950,Blog del Representante Guillermo Rivera,NA,1,FALSE
46,1807,Blog Senador Camilo Romero,"En este blog podrás encontrar nuestros pronunciamientos, comunicados de prensa, noticias sobre nuestra actividad legislativa y lo más importante: nuestro video de Informe Semanal.",1,FALSE
109,220,Blog del Senador Hemel Hurtado,NA,1,FALSE
144,135,Blog de la Senadora Dilian Francisca Toro,NA,1,FALSE
128,114,Blog del Senador Jorge Hernando Pedraza,NA,1,FALSE
102,654,Blog del Senador Jorge Eduardo Gechem,NA,1,FALSE
247,2603,Blog del Representante Luis Fernando Ochoa,NA,1,FALSE
88,1586,Blog del Senador César Tulio Delgado,NA,1,FALSE
130,1348,Blog de la Senadora Gloria Inés Ramírez,NA,1,FALSE
106,96,Blog del Senador Jorge Eliécer Guevara,NA,1,FALSE
148,144,Blog del Senador Juan Carlos Vélez Uribe,NA,1,FALSE
132,1264,Blog de la Senadora Liliana María Rendón,NA,1,FALSE
146,1915,Blog del Senador Félix José Valera,NA,1,FALSE
83,181,Blog del Senador Juan de Jesús Córdoba,NA,1,FALSE
204,2218,Blog de la Representante Yolanda Duque,NA,1,FALSE
155,313,Blog del Senador Jaime Alfonso Zuluaga,NA,1,FALSE
156,182,Blog de la Representante Lucero Cortés,NA,1,FALSE
361,3271,Blog del CINEP/Programa por la Paz,NA,1,FALSE
158,2226,Blog del Representante Alfonso Acosta,NA,1,FALSE
159,2981,Blog del Representante Yahir Fernando Acuña,NA,1,FALSE
160,1631,Blog del Representante Laureano Augusto Acuña,NA,1,FALSE
161,2047,Blog del Representante Iván Darío Agudelo,NA,1,FALSE
162,406,Blog del Representante Javier Tato Álvarez,NA,1,FALSE
163,2580,Blog de la Representante Claudia Marcela Amaya,NA,1,FALSE
164,154,Blog del Representante Miguel Amín,NA,1,FALSE
165,155,Blog del Representante Fabio Raúl Amín,NA,1,FALSE
166,2826,Blog de la Representante Mónica del Carmén Anaya,NA,1,FALSE
167,2982,Blog del Representante Jair Arango,NA,1,FALSE
168,1859,Blog del Representante Henry Humberto Arcila,NA,1,FALSE
169,436,Blog del Representante Miguel Jesús Arenas,NA,1,FALSE
200,2576,Blog del Representante Alfredo Rafael Deluque,NA,1,FALSE
171,2983,Blog del Representante Heriberto Arrechea,NA,1,FALSE
174,161,Blog del Representante Luis Felipe Barrios,NA,1,FALSE
175,2548,Blog del Representante Javid José Benavides,NA,1,FALSE
176,1704,Blog de la Representante Diela Liliana Benavides,NA,1,FALSE
177,163,Blog del Representante José Ignacio Bermúdez,NA,1,FALSE
100,2536,Blog de la Senadora Teresita García,NA,1,FALSE
138,994,Blog del Senador Camilo Armando Sánchez,NA,1,FALSE
70,374,Blog del Senador Carlos Baena,NA,1,FALSE
71,59,Blog del Senador Jorge Ballesteros Bernier,NA,1,FALSE
67,57,Blog del Senador Álvaro Antonio Ashton,NA,1,FALSE
179,1622,Blog del Representante Germán Alcides Blanco,NA,1,FALSE
181,486,Blog del Representante Óscar Fernando Bravo,NA,1,FALSE
65,52,Blog del Senador Hernán Francisco Andrade,NA,1,FALSE
141,1021,Blog del Senador Carlos Enrique Soto,NA,1,TRUE
105,95,Blog del Senador Antonio Guerra de la Espriella,NA,1,FALSE
142,376,Blog de la Senadora Olga Lucía Suárez,NA,1,FALSE
112,228,Blog del Senador Óscar Mauricio Lizcano,NA,1,FALSE
136,963,Blog del Senador Milton Arlex Rodríguez,NA,1,FALSE
85,2532,Blog del Senador Antonio José Correa,NA,1,FALSE
99,88,Blog del Senador Guillermo García Realpe,NA,1,FALSE
127,879,Blog de la Senadora Myriam Paredes,NA,1,FALSE
149,388,Blog del Senador Rodrigo Villalba,NA,1,FALSE
117,1556,Blog del Senador Juan Samy Merheg,NA,1,FALSE
69,2114,Blog del Senador Marco Avirama,NA,1,FALSE
90,595,Blog del Senador Jaime Enrique Durán,NA,1,FALSE
119,107,Blog del Senador Manuel Guillermo Mora,NA,1,FALSE
147,140,Blog del Senador Luis Fernando Velasco,NA,1,FALSE
89,2311,Blog del Senador Edinson Delgado,NA,1,FALSE
124,2879,Blog del Senador Iván Leonidas Name,Abogado de la Pontificia Universidad Javeriana.,1,FALSE
113,756,Blog del Senador Alexánder López Maya,NA,1,FALSE
56,2319,Blog del Representante Efraín Torres,NA,1,FALSE
187,1940,Blog del Representante Hernando Cárdenas,NA,1,FALSE
188,1255,Blog del Representante Manuel Antonio Carebilla,NA,1,FALSE
237,2906,Blog del Representante Juan Carlos Martínez,NA,1,FALSE
190,2574,Blog del Representante Eduardo José Castañeda,NA,1,FALSE
191,175,Blog de la Representante Nancy Denise Castillo,NA,1,FALSE
194,2194,Blog del Representante Alejandro Carlos Chacón,NA,1,FALSE
195,541,Blog del Representante Orlando Alfonso Clavijo,NA,1,FALSE
196,2320,Blog del Representante Carlos Arturo Correa,NA,1,FALSE
197,184,Blog del Representante Eduardo Crissien,NA,1,FALSE
198,188,Blog del Representante Carlos Alberto Cuenca,NA,1,FALSE
199,1380,Blog del Representante Fernando de la Peña,NA,1,FALSE
201,2578,Blog del Representante Eduardo Diazgranados,NA,1,FALSE
206,2522,Blog del Representante Miguel Gómez Martínez,NA,1,FALSE
205,600,Blog del Representante Luis Enrique Dussán,NA,1,FALSE
220,92,Blog del Representante Jorge Eliécer Gómez,NA,1,FALSE
207,1698,Blog del Representante Issa Eljadue,NA,1,FALSE
208,2154,Blog del Representante Carlos Alberto Escobar,NA,1,FALSE
209,2625,Blog del Representante Heriberto Escobar,NA,1,FALSE
210,2570,Blog del Representante José Bernardo Flórez,NA,1,FALSE
235,234,Blog del Representante Óscar de Jesús Marín,NA,1,FALSE
193,178,Blog del Representante Jaime Cervantes,NA,1,FALSE
211,2094,Blog de la Representante Adriana Franco,NA,1,FALSE
212,635,Blog del Representante Julio Eugenio Gallardo,NA,1,FALSE
213,1711,Blog del Representante Juan Carlos García,NA,1,FALSE
214,2579,Blog del Representante Libardo Enrique García,NA,1,FALSE
215,2528,Blog del Representante William Ramón García,NA,1,FALSE
221,678,Blog de la Representante Consuelo González de Perdomo,NA,1,FALSE
222,2619,Blog del Representante Óscar Humberto Henao,NA,1,FALSE
223,2602,Blog del Representante Carlos Eduardo Hernández,NA,1,FALSE
230,2511,Blog del Representante Juan Felipe Lemos,NA,1,FALSE
226,2628,Blog del Representante Jairo Hinestroza,NA,1,FALSE
227,1221,Blog del Representante Jack Housni,NA,1,FALSE
228,2343,Blog del Representante Carlos Abraham Jiménez,NA,1,FALSE
229,2572,Blog del Representante Nicolás Antonio Jiménez,NA,1,FALSE
231,2979,Blog del Representante Carlos Eduardo León,NA,1,FALSE
232,744,Blog del Representante Buenaventura León,NA,1,FALSE
151,146,Blog del Senador Manuel Antonio Virgüez,NA,1,FALSE
234,2152,Blog del Representante Rafael Antonio Madrid,NA,1,FALSE
236,2644,Blog de la Representante Mercedes Márquez,NA,1,FALSE
238,235,Blog de la Representante Rosmery Martínez,NA,1,FALSE
150,145,Blog del Senador Germán Villegas,NA,1,FALSE
202,2609,Blog del Representante Holger Horacio Díaz,NA,1,FALSE
172,2554,Blog del Representante Luis Guillermo Barrera,NA,1,FALSE
186,171,Blog del Representante José Joaquín Camelo,NA,1,FALSE
57,2009,Blog del Representantes Carlos Andrés Amaya,NA,1,FALSE
157,2565,Blog del Representante Camilo Andrés Abril,NA,1,FALSE
216,1307,Blog del Representante Simón Gaviria,NA,1,FALSE
152,1140,Blog de la Senadora Claudia Wilches,NA,1,FALSE
153,148,Blog del Senador Gabriel Zapata Correa,NA,1,FALSE
173,356,Blog de la Representante Lina María Barrera,NA,1,FALSE
239,2571,Blog del Representante Raymundo Elías Méndez,NA,1,FALSE
240,806,Blog del Representante José Ignacio Mesa,NA,1,FALSE
241,1752,Blog del Representante Jorge Hernán Mesa,NA,1,FALSE
243,2044,Blog del Representante Víctor Hugo Moreno,NA,1,FALSE
244,241,Blog del Representante Pedro Mary Muvdi,NA,1,FALSE
282,1432,Blog del Representante Rafael Romero,NA,1,FALSE
248,250,Blog del Representante Felipe Fabián Orozco,NA,1,FALSE
249,2623,Blog del Representante Jairo Ortega,NA,1,FALSE
251,2612,Blog del Representante Carlos Edward Osorio,NA,1,FALSE
253,252,Blog del Representante Álvaro Pacheco,NA,1,FALSE
255,1289,Blog del Representante Diego Patiño,NA,1,FALSE
258,261,Blog del Representante Pedrito Tomás Pereira,NA,1,FALSE
259,2132,Blog del Representante Pedro Pablo Pérez,NA,1,FALSE
260,197,Blog del Representante Eduardo Enrique Pérez,NA,1,FALSE
261,2566,Blog del Representante José Rodolfo Pérez,NA,1,FALSE
262,266,Blog del Representante Crisanto Pizo Mazabuel,NA,1,FALSE
263,268,Blog del Representante Augusto Posada,NA,1,FALSE
266,269,Blog del Representante Gustavo Hernán Puentes,NA,1,FALSE
267,2557,Blog del Representante Jairo Quintero,NA,1,FALSE
268,924,Blog del Representante Elías Raad,NA,1,FALSE
270,1880,Blog del Representante León Darío Ramírez,NA,1,FALSE
271,2624,Blog del Representante Adolfo León Rengifo,NA,1,FALSE
250,2086,Blog del Representante Roberto Ortiz Urueña,NA,1,FALSE
245,1290,Blog del Representante Diego Alberto Naranjo,NA,1,FALSE
274,1661,Blog del Representante Humphrey Roa Sarmiento,NA,1,FALSE
182,2978,Blog del Representante Jaime Buenahora,NA,1,FALSE
218,2568,Blog del Representante José Alfredo Gnecco,NA,1,FALSE
180,1783,Blog del Representante Alfredo Bocanegra,NA,1,FALSE
184,170,Blog del Representante Ángel Custodio Cabrera,NA,1,FALSE
275,1317,Blog del Representante Constantino Rodríguez,NA,1,FALSE
276,2581,Blog del Representante Jaime Rodríguez,NA,1,FALSE
277,2611,Blog del Representante Rubén Darío Rodríguez,NA,1,FALSE
281,2054,Blog del Representante John Jairo Roldán,NA,1,FALSE
288,1625,Blog del Representante Juan Carlos Sánchez,NA,1,FALSE
252,1627,Blog de la Representante Nidia Marcela Osorio,NA,1,FALSE
192,2471,Blog del Representante Iván Cepeda,NA,1,FALSE
185,2573,Blog del Representante José Edilberto Caicedo,NA,1,FALSE
219,1613,Blog del Representante Juan Diego Gómez,NA,1,FALSE
289,2130,Blog del Representante Iván Darío Sandoval,NA,1,FALSE
290,1809,Blog de la Representante Esmeralda Sarria,NA,1,FALSE
291,1010,Blog del Representante Luis Antonio Serrano,NA,1,FALSE
294,2553,Blog del Representante Pablo Aristóbulo Sierra,NA,1,FALSE
296,297,Blog del Representante Mario Suárez Flórez,NA,1,FALSE
298,1025,Blog del Representante Gerardo Tamayo,NA,1,FALSE
300,2610,Blog del Representante Didier Alberto Tavera,NA,1,FALSE
303,1736,Blog del Representante Noel Ricardo Valencia,NA,1,FALSE
304,378,Blog del Representante Albeiro Vanegas,NA,1,FALSE
305,1066,Blog de la Representante Victoria Vargas,NA,1,FALSE
307,306,Blog del Representante Germán Varón,NA,1,FALSE
309,1729,Blog del Representante Silvio Vásquez,NA,1,FALSE
310,2073,Blog del Representante Orlando Velandia,NA,1,FALSE
313,2328,Blog del Representante Héctor Javier Vergara,NA,1,FALSE
315,1085,Blog de la Representante Sandra Elena Villadiego,NA,1,FALSE
316,2049,Blog del Representante Víctor Raúl Yepes,NA,1,FALSE
321,312,Blog del Representante Bérner León Zambrano,NA,1,FALSE
323,314,Blog del Representante Carlos Alberto Zuluaga,NA,1,FALSE
326,2134,Blog del Representante Obed de Jesús Zuluaga,NA,1,FALSE
327,3199,"Afro, VoteBien y Controle",NA,1,FALSE
362,4265,Blog de la Bancada Animalista del Congreso de la República,NA,1,FALSE
328,3272,Blog del CINEP,NA,1,FALSE
189,232,Blog de David Luna,NA,1,FALSE
329,3392,Blog de Movimento Nacional Cimarrón,NA,1,FALSE
331,3081,Blog de Germán García,NA,1,FALSE
254,2904,Blog del Representante Hernando José Padaui,NA,1,FALSE
233,1720,Blog de la Representante Juana Carolina Londoño,NA,1,FALSE
287,1265,Blog del Representante Heriberto Sanabria,NA,1,FALSE
286,2627,Blog del Representante Juan Carlos Salazar,NA,1,FALSE
308,2575,Blog del Representante Jaime Alonso Vásquez,Si por un momento hace el papel de Congresista... Que ley implementaria?,1,FALSE
242,2986,Blog del Representante Alfredo Guillermo Molina,NA,1,FALSE
283,1333,Blog del Representante Jorge Enrique Rozo,NA,1,FALSE
295,2190,Blog del Representante Jimmy Javier Sierra,NA,1,FALSE
284,1305,Blog del Representante Pablo Enrique Salamanca,NA,1,FALSE
278,961,Blog del Representante Ciro Antonio Rodríguez,NA,1,FALSE
297,2337,Blog del Representante Libardo Antonio Taborda,NA,1,FALSE
257,2558,Blog del Representante Hernán Penagos,NA,1,FALSE
280,1724,Blog del Representante Carlos Augusto Rojas,NA,1,FALSE
272,2515,Blog de la Representante Mercedes Rincón,NA,1,FALSE
118,2454,Blog del Senador Eduardo Carlos Merlano Morales,"Las modificaciones a la Ley 181 de 1995, buscan elevar el deporte colombiano a un nivel mas empresarial, busca otorgar a los profesionales del deporte las garantías mínimas de seguridad social para que estos representantes de la nación, puedan acceder a los servicios de salud, pensión y riesgos profesionales como cualquier trabajador colombiano que se esmera día a día por colocar el nombre de su municipio, departamento o el de este país, en un lugar que merezca atención y reconocimiento de la población.",1,FALSE
334,3478,"Blog del Instituto Nacional de Cancerología (Grupo Políticas, Legislación y Movilización Social)","El Instituto Nacional de Cancerología es la entidad asesora del Ministerio de la Protección Social, en todas las temáticas relacionadas con la prevención, control y tratamiento del cáncer y sus factores de riesgo.  En sus 76 años de formación,  los avances en la atención integral del cáncer, han permitido que su abordaje transcienda la dicotomía  salud-enfermedad, avanzando hacia importantes ámbitos como el de las políticas públicas, la legislación y la movilización social.

De esta forma, hace aproximadamente 4 años se creó en el Instituto el grupo ""Políticas, Legislación y Movilización Social"", el cual se ha ido consolidando como la unidad organizacional encargada de analizar los asuntos relacionados con el cáncer, desde un punto de vista político, con especial énfasis en el tema de las políticas públicas, legislación y movilización social.

Esta innovadora perspectiva, ha permitido la incidencia del instituto en espacios de gran importancia para la gestión y el acompañamiento de iniciativas relacionadas con el tema. Dichas instancias, tales como el Congreso de la República, el Ministerio de la Protección Social, organizaciones internacionales, organizaciones de carácter social y ONG's, entre otras, constituyen foros y ámbitos de discusión en donde el cáncer y sus factores asociados, se debaten permanentemente. De ahí el interés del instituto por el trabajo corresponsable con estas entidades y organizaciones.  


",1,FALSE
345,3651,Blog de Sisma Mujer,NA,1,FALSE
347,2971,Blog de Jorge Forero,NA,1,FALSE
369,2672,Blog de la Red Nacional de Mujeres,NA,1,FALSE
376,3855,Análisis legislativo,NA,1,FALSE
357,4013,Blog del Grupo Educación en Género,NA,1,FALSE
