id,nombre,persona_id,fecha_fundacion,objetivos,mision,vision,imagen,activo,created_at,updated_at,usercreated,usermodifed
70,Bancada Política Animalista ALTO,3738,2011-03-30,"Consolidar un grupo interpartidista de representantes políticos, integrantes de corporaciones públicas de elección popular, con voluntad política interesados en la protección de los animales; con el propósito de aunar esfuerzos, compartir proyectos y apoyarse en todas las tareas y gestiones que demande esta actividad.","Crear proyectos de ley, acuerdos y ordenanzas para la protección y defensa animal en Colombia, desde su inicio hasta la aprobación, puesta en marcha y posterior control político de los mismos, generando vínculos con la ciudadanía para este fin.","Lograr una Colombia que cuente con una legislación, reglamentación y ejecución acordes con el respeto por la vida de los animales que también habitan el territorio nacional.",uploads/grupos/200650_1876001587422_1462686439_2040183_2482336_n.jpg,TRUE,2011/04/29 16:33:21,2011/08/03 19:12:23,NA,NA
17,Misión de Observación Electoral - MOE,3893,NA,"La Misión de Observación Electoral, tiene como finalidades:  

Promover el pleno ejercicio de los derechos civiles y  políticos de los ciudadanos, especialmente durante los procesos electorales nacionales, departamentales y municipales, y otros mecanismos de participación que impliquen votaciones.
Contribuir mediante observaciones rigurosas, objetivas y autónomas, además independientes de los partidos y movimientos políticos y del Estado,  a que los procesos electorales nacionales y extranjeros se realicen de manera democrática,  transparente y representen la real voluntad ciudadana.
Realizar procesos de difusión y educación ciudadana que promuevan la participación crítica y libre de los ciudadanos en la vida pública del país y de manera particular en los procesos electorales.
Desarrollar procesos de formación y capacitación en el ejercicio de los derechos políticos, en normatividad electoral y en vigilancia y observación electoral.
Elaborar y promover investigaciones e iniciativas legales en los aspectos relacionados con la participación ciudadana, los partidos políticos y el régimen electoral.
Promover la participación activa de la sociedad civil en los procesos electorales, dentro de un marco democrático y con plena vigencia del Estado Social de Derecho.
Realizar la observación y monitoreo de los procesos electorales, desde la sociedad civil, de acuerdo a los estándares internacionales de elecciones libres y justas, manteniendo una estrecha colaboración con la comunidad internacional.","La Misión de Observación Electoral –MOE- es una plataforma de organizaciones de la sociedad civil, independiente del gobierno, de los partidos políticos y de intereses privados, que promueve la realización del derecho que tiene todo ciudadano a participar en la conformación, ejercicio y control del poder político.

La MOE acompaña desde la sociedad civil los ejercicios políticos y democráticos mediante una observación rigurosa, objetiva y autónoma, para que éstos se ajusten a los principios de transparencia, seguridad y confiabilidad conforme a los estándares internacionales y la legislación colombiana. Para cumplir este objetivo, la MOE trabaja en concertación con plataformas y redes internacionales, nacionales y locales que reúnen organizaciones no gubernamentales y sociales de mujeres, de jóvenes, de indígenas, de afrodescendientes, gremiales, religiosas y universitarias, entre otras. Somos ciudadanas y ciudadanos colombianos que ponemos nuestros ojos y nuestros oidos al servicio de la democracia.","En una democracia fortalecida por una ciudadanía que conoce y ejerce sus derechos políticos de manera informada, activa y responsable, la MOE será reconocida en Colombia y América Latina como una organización que produce información y construye metodologías tendientes a mejorar y fortalecer la calidad de la democracia.",uploads/grupos/MOE_nueva_propuesta.jpg,TRUE,2010/05/11 13:01:29,2011/05/26 14:49:30,NA,NA
60,Centro de Recursos para el Análisis de Conflictos CERAC,3197,NA,"Entre los principales objetivos de CERAC se encuentra el estudio de la dinámica espacial y temporal de la violencia desde diferentes perspectivas metodológicas, haciendo énfasis en el impacto humano de los conflictos y el crimen, es decir, desde una perspectiva de seguridad humana.

Actualmente CERAC cuenta con cinco líneas de investigación que se centran en: (1) Seguridad Humana, (2) Análisis de Conflictos, (3) Medición de Conflictos, (4) Seguridad Urbana, y (5) Impacto Demográfico de la Violencia y Conflicto en Colombia.",NA,NA,uploads/grupos/cabezote_nuevadireccion.gif,TRUE,2010/11/16 16:29:04,2010/11/23 19:28:21,NA,NA
16,Instituto de Estudios para el Desarrollo y la Paz,2571,NA,NA,NA,NA,uploads/grupos/INDEPAZ.JPG,TRUE,2010/05/11 12:57:04,2011/11/08 19:00:29,NA,NA
13,Observatorio Legislativo del Instituto de Ciencia Política,2569,1987-07-01,"Brindar información sobre los proyectos de ley más importantes que se debaten en el Congreso de la República. Propiciar espacios de discusión, análisis y reflexión con los diferentes sectores académicos, políticos, empresariales y sociales, vinculados con los proyectos de ley. 
Generar propuestas que desde la sociedad civil enriquezcan los debates que se adelantan en relación con los  proyectos de ley en curso y las leyes sancionadas. 
Contribuir al mejoramiento y comprensión de los conceptos y dinámicas propios de la actividad legislativa.
",Informar a la población sobre el contenido de los principales proyectos de ley que se debaten en el Congreso de la República y generar espacios de discusión alrededor de los mismos.,Posicionarnos como un referente a nivel nacional e internacional sobre la labor del Congreso de la República.,uploads/grupos/LOGO_OL.jpg,TRUE,2010/05/11 12:51:29,2012/10/08 16:17:55,NA,NA
55,Fundación Liderazgo y Democracia,3149,NA,NA,Aportar al mejoramiento de la democracia y al fortalecimiento de sus instituciones mediante la promoción del liderazgo público.,La Fundación Liderazgo y Democracia es reconocida por su aporte innovador a la transformación de la cultura de liderazgo público en Colombia.,uploads/grupos/Fundación2.jpg,TRUE,2010/10/26 15:30:48,2011/01/14 20:27:57,NA,NA
61,Red Latinoamericana por la Transparencia Legislativa,3236,2010-08-04,"• Ofrecer recomendaciones y propuestas para mejorar los estándares de transparencia legislativa en la región.
 • Dar una mayor proyección a las iniciativas nacionales. 
 • Promover el aprendizaje entre pares y el intercambio de conocimiento entre las organizaciones que trabajan con los congresos. 
  • Ser referentes en lo que respecta al trabajo legislativo a nivel regional.",Elevar los estándares de transparencia en los poderes legislativos de la región promoviendo de forma activa las buenas prácticas ya existentes.,"Trabajamos por congresos representativos, transparentes, accesibles, que rindan cuentas, y sean eficaces.",uploads/grupos/RED_LTL____.jpg,TRUE,2010/11/26 16:18:05,2012/06/08 21:17:15,NA,NA
24,Transparencia por Colombia,4034,NA,NA,NA,NA,uploads/grupos/logo_.gif,TRUE,2010/05/11 13:07:40,2011/06/20 15:09:00,NA,NA
57,Colombia Diversa,3182,2003-01-01,"•   Avanzar en el reconocimiento y la aplicación efectiva de todos los derechos de las personas LGBT y de las parejas del mismo sexo 
•   Promover el respeto de la diversidad sexual en los ámbitos educativos
•  Producir información sistemática sobre la situación de derechos humanos de lesbianas, gay, bisexuales y transgeneristas en Colombia 
•   Incidir en la transformación de estereotipos sobre la población LGBT","Promover la plena inclusión, el respeto de la integralidad de los derechos, el reconocimiento y la movilización de las personas LGBT en los ámbitos económico, social, político y cultural, con el fin de coadyuvar en la construcción de una sociedad democrática, moderna y con justicia social.",NA,uploads/grupos/Colombia_Diversa_Logo.JPG,TRUE,2010/11/09 19:29:41,2010/11/26 19:16:15,NA,NA
58,Partido Liberal Colombiano,2608,1848-07-16,NA,NA,NA,uploads/grupos/logolibral.jpg,TRUE,2010/11/10 18:41:47,2011/01/14 21:45:25,NA,NA
56,"Grupo Políticas, Legislación y Movilización Social",3154,2004-01-16,"Objetivos del Grupo de Políticas, Legislación y Movilización Social:

Recopilar mediante un sistema de vigilancia la información concerniente a la promulgación de políticas y legislación con efecto directo o potencial sobre la situación de cáncer en Colombia.

Apropiar y adaptar metodologías para el análisis de políticas en el país, de forma que permitan su uso frecuente en la toma de decisiones sobre prevención y control del cáncer.

Apoyar técnicamente las actividades de abogacía necesarias para la formulación de políticas que favorezcan la prevención y el control del cáncer en Colombia.

Generar y evaluar mecanismos para promover la participación ciudadana en las diferentes estrategias de prevención del cáncer.

Propiciar la constitución de coaliciones institucionales que favorezcan la prevención del cáncer en el país.

Promover la participación del sector privado y sectores públicos diferentes al de salud en las estrategias para la prevención del cáncer.

Apoyar la formación de recurso humano orientada a la prevención y control del cáncer en Colombia en el campo de la salud pública,
","Del Instituto Nacional de Cancerología:

""Somos una institución de carácter público del orden nacional que trabaja por el control integral del cáncer""

Del Grupo de Políticas Legislación y Movilización Social:

""Somos la unidad organizacional dentro del Instituto, que analiza el cáncer como un problema político, desde los ámbitos de las políticas públicas, la legislación y la movilización social"".",NA,uploads/grupos/cancerologico_.bmp,TRUE,2010/10/27 19:09:26,2012/05/30 14:33:59,NA,NA
62,Sisma Mujer,3245,NA,NA,NA,NA,uploads/grupos/SISMA-210x160_1.jpg,TRUE,2010/11/29 20:27:37,2012/05/30 14:48:36,NA,NA
71,Asociación Colombia Soy Yo CSY,3846,2008-03-01,NA,"Construir una Colombia sin grupos armados al margen de la ley, impulsando acciones colectivas responsables con base en el desarrollo humano.
","Organización representativa de la sociedad civil colombiana, punto de referencia, reconocida mundialmente como generadora de cambios en las dinámicas políticas y sociales.",uploads/grupos/LOGO_CSY.jpg,TRUE,2011/05/16 18:34:58,2011/05/16 19:47:05,NA,NA
72,Ruta Pacífica de las Mujeres,3857,2002-06-12,"Tanto la democracia como la ciudadanía deben ser experiencias sociales y políticas en las cuales se otorgue espacio a las diferencias por sexo, por cultura, por etnia, entre otras, lo cual implica reconocer que la democracia y la ciudadanía, en nuestro país, no han sido una experiencia social y política para un gran conglomerado de seres humanos, entre ellos las mujeres.   
La ciudadanía para las mujeres en Colombia no se ha plasmado aún como un valor central de la democracia ni como un sistema institucional legítimo. En este sentido, en el tejido social colombiano se manifiesta las características cambiantes, ambiguas y diversas de las identidades étnicas, culturales, regionales y sexuales de la sociedad colombiana. Sobre estas marcas se desarrollan los conflictos, los escasos avances igualitarios y redistributivos más significativos de la sociedad, sin poder construir prácticas y simbólicos sociales de reconocimiento a la diversidad y de la relación con el otro/a que históricamente ha sido de permanente negación.
 
En este contexto la sociedad colombiana, reclama la aceptación plena de las experiencias y voces silenciadas de las mujeres y de los tejidos culturales propios de las regiones y de las etnias; para ello, es necesario el reconocimiento y la legitimidad colectiva de la memoria de las experiencias compartidas, de la memoria de las experiencias de las diferencias con otros/as y de la memoria de los conflictos resultantes de los conflictos vividos.
 
Los mayores esfuerzos de la Ruta estarán concentrados en la difusión del pacifismo y la no violencia, en la inclusión de las agendas de las mujeres en los procesos sociales y políticos y   en la redefinición de un nuevo contrato social en el que no solo participen las mujeres como sujetos sociales y políticos;  sino también,  en el cual se propenda por transformaciones en lo privado y en lo público.
 
La búsqueda de la paz y el logro de la justicia social se constituye para las mujeres en una oportunidad para avanzar en la construcción de un  nuevo contrato social en el que participen todas las fuerzas sociales y políticas del país sin exclusiones y no solo el Estado y los grupos insurgentes.","La Ruta Pacífica de Mujeres es un movimiento feminista y pacifista con  un accionar político, cultural y social dirigido a fortalecer la visión feminista del  pacifismo, la no-violencia y las resistencias civiles y promover la inclusión de las propuestas políticas y sociales de las mujeres colombianas. 
 
Para la Ruta el feminismo es una postura ético política, pacifista, antiguerrerista, no-violento  a través de la cual se impulsan transformaciones en lo público y lo privado que contribuyen a la construcción de la paz  y la justicia en el país",NA,uploads/grupos/logo1.png,TRUE,2011/05/17 20:24:57,2012/05/30 14:46:23,NA,NA
76,Colectivo Agrario ABYA YALA,4114,NA,NA,NA,NA,uploads/grupos/colectivo.jpg,TRUE,2011/07/12 15:11:42,2013/08/05 15:52:08,NA,NA
64,Bancada de Mujeres Congreso de la República,3387,2006-07-20,"Añadir la perspectiva de género a los proyectos legislativos, así como visibilizar la actividad de las parlamentarias en representación de las mujeres colombianas.","Lograr la igualdad de género en todas las esferas (política, social, económica, laboral, cultural, entre otras) a través de una representación identitaria efectiva.",Empoderamiento de las mujeres en todas las actividades para lograr un país libre de discriminación de género.,uploads/grupos/3677313834_fc9181c919.jpg,TRUE,2011/02/03 15:27:06,2012/05/30 14:54:01,NA,NA
73,Conferencia Nacional de Organizaciones Afrocolombianas CNOA,3874,2002-11-01,"La Conferencia Nacional de Organizaciones Afrocolombianas (CNOA) considera que su trabajo debe estar encaminado a velar por la defensa de los derechos e intereses del Pueblo Afrocolombiano en nueve aspectos que, dada su importancia, ha definido como dimensiones transversales de su accionar:
•	Identidad Étnica y Cultural
•	Derechos Humanos
•	Territorio y Territorialidad
•	Autonomía
•	Resistencia
•	Etnodesarrollo
•	Etnoeducación
•	Género
•	Perspectiva Generacional y Justicia
","La Conferencia Nacional de Organizaciones Afrocolombiana (CNOA) visibiliza los aportes del Pueblo Afrocolombiano para la construcción de una sociedad incluyente, a través del desarrollo de procesos de fortalecimiento organizativo, comunicación, acciones jurídicas, movilización e incidencia política; con perspectiva étnica, de derechos humanos de género y generacional.","En el 2011, la Conferencia Nacional de Organizaciones Afrocolombianas (CNOA) será reconocida a nivel nacional e internacional como el espacio de convergencia de las organizaciones afrocolombianas, eco de voces ancestrales, con vocería legítima para la exigencia de la autonomía y los derechos del Pueblo Afrocolombiano.",uploads/grupos/LOGO_CNOA.jpg,TRUE,2011/05/19 20:04:34,2011/07/29 19:34:53,NA,NA
2,Corporación Acción Ciudadana Colombia AC-Colombia,3903,NA,"• Asesorar técnicamente a instituciones del Estado, organizaciones civiles y comunitarias para el fortalecer la legitimidad y gobernabilidad.
• Fortalecer las habilidades democráticas de los ciudadanos y organizaciones civiles.
• Facilitar el intercambio de experiencias entre dirigentes, empresarios, funcionarios, ciudadanos y miembros de organizaciones civiles a nivel nacional e internacional.
• Contribuir a la investigación teórica y práctica en materia de desarrollo institucional, comunitario y ciudadano.
• Fomentar el trabajo articulado y asociado entre instituciones gubernamentales, organizaciones civiles y empresarios para el mejoramiento de la calidad de vida y cuidado del medio ambiente.
","AC-Colombia es una organización no gubernamental sin ánimo de lucro que trabaja en la promoción y consolidación de la democracia en conjunto con instituciones gubernamentales, empresa privada y organizaciones sociales y comunitarias para aumentar los niveles de gobernabilidad y participación democrática de los ciudadanos en las decisiones del Estado mediante el impulso de procesos de rediseño institucional, deliberación pública, incidencia política y formación integral de los actores institucionales y sociales.",Ser una organización líder en la promoción y fortalecimiento de la democracia a nivel nacional e internacional.,uploads/grupos/index_r1_c3.jpg,TRUE,2010/05/10 18:44:08,2011/05/24 16:29:45,NA,NA
80,Comisión Constitucional Séptima de la Cámara de Representantes,4665,1998-07-20,NA,NA,NA,uploads/grupos/Séptima_Cámara.jpg,TRUE,2011/10/18 15:18:53,2013/08/05 20:40:28,NA,NA
81,Comisión Legal de Ética y Estatuto del Congresista de Senado,4680,1998-07-20,NA,NA,NA,uploads/grupos/Comisión_de_Ética.jpg,TRUE,2011/10/21 14:27:12,2013/08/05 20:42:48,NA,NA
85,Plataforma Unidos por la Vida,4762,2006-05-10,"1.	Protegemos la vida desde la fecundación hasta la muerte natural.
2.	El derecho a la vida es el primer derecho humano y fundamental ya que sin él los demás no existirían.
3.	Consideramos que el proteger, promover y celebrar la vida es signo de una sociedad sana, progresista y con futuro.
4.	Toda vida humana es valiosa y desde el primer instante de su existencia representa un pequeño milagro.
5.	Promovemos la dignidad de cada mujer y el reconocimiento de todos sus derechos en especial el de la maternidad.
6.	Ninguna vida humana puede ser reducida a un objeto desechable ni considerar su existencia de menor valor.
7.	Todas las sociedades civilizadas deben acoger, proteger,  promover y celebrar la vida desde el momento de la fecundación  hasta la muerte natural.
8.	Las políticas del Estado deben garantizar la existencia de toda vida humana desde el momento de la fecundación hasta su muerte natural.
9.	La familia surgida del matrimonio formado por la unión estable de un hombre y una mujer es  el fundamento sobre el cual se construye toda sociedad; y como tal debe ser protegida y promovida por todas las instituciones que la constituyen.
10.	Acogemos nuestra identidad cultural rica en valores que exaltan la vida, la familia y la paz.
","Defender, promover e instaurar la Cultura de la vida en el territorio colombiano protegiendo el Derecho de la Vida desde la fecundación hasta la muerte natural en el sector político, educativo, médico-sanitario, socio cultural y económico fundado en el reconocimiento de la dignidad de todo ser humano.",La sociedad colombiana será referente mundial de la cultura de la vida humana donde se garantice el derecho a la vida de todo ser humano desde su fecundación hasta su muerte natural.,uploads/grupos/logo_plataforma_unidos_por_la_vida_70_x_ciento___.png,TRUE,2011/11/04 19:42:53,2011/11/11 22:48:04,NA,NA
86,Observatorio de la Democracia,4850,2011-08-01,"En 2004 LAPOP  realizó el primer estudio nacional en Colombia. Este primer informe se título: La cultura política de la democracia en Colombia: 2004. A raíz del impacto de este estudio, la misión de USAID del país decidió iniciar un esfuerzo por involucrar estudios anuales durante cinco años. Por esta razón, Colombia es el único país en Latinoamérica que cuenta con estudios cada año.  LAPOP en Colombia  cuenta con el Observatorio de la Democracia para divulgar  resultados que fomenten la investigación académica en los temas de opinión pública relacionados con la Democracia. Este está ubicado en el Departamento de Ciencia Política de la Universidad de los Andes y cuenta con un equipo de estudiantes  de pregrado y posgrado de distintas carreras,   interesados en los estudios de opinión pública y el comportamiento político.  
El objetivo es entrenar a los estudiantes en la investigación empírica mediante el análisis de datos obtenidos con las encuestas. Cada semestre (o cada año) un grupo de estudiantes de pregrado avanzado o de posgrado asignados al Observatorio recibe formación teórica con perspectiva comparada  relacionada con los temas  sustantivos abordados en la encuesta. Para este efecto se examina literatura relacionada con la legitimidad del sistema político, la tolerancia, la estabilidad democrática, la confianza institucional, la participación en organizaciones de la sociedad civil, la afiliación partidista y la orientación ideológica de los ciudadanos, entre otros temas.","El observatorio cuenta con la responsabilidad de difundir los resultados de los estudios ante la opinión pública. Esto se realiza por medio de seminarios y conversatorios que se programan por varias regiones del país. Mediante estos eventos, el Observatorio busca transmitir un análisis de resultado y fomentar la discusión de estos con el fin de contribuir a la academia y la formulación de políticas públicas a nivel nacional, regional y local. Por otra parte, se organizan foros abiertos al público en general y a los medios de comunicación, con el fin de difundir los resultados centrales arrojados por el estudio y de lograr un impacto significativo en los ciudadanos.",NA,uploads/grupos/Caratula.jpg,TRUE,2011/12/02 16:42:38,2012/05/30 14:41:38,NA,NA
87,Mesa de Incidencia Política de las Mujeres Rurales,4939,2002-12-02,"El objetivo principal de la Mesa de Incidencia es constituirse en punto de encuentro para las diversas organizaciones que aun se encuentran a la espera de la Reglamentación de la Ley 731 del 2002.

Igualmente, la Mesa de Incidencia desarrolla trabajos en otras áreas de interés para las comunidades rurales, como por ejemplo:

•	Política Agraria y Desarrollo Rural
•	Soberanía, Seguridad y Autonomía
•	Seguridad Social
•	Derechos Humanos
•	Violencia
•	Medio Ambiente – Cambio Climático
•	Mercadeo y Comercialización
•	Bienestar Social
•	Formación Política y Liderazgo
•	Participación en la toma de decisiones","Trabajar por el fortalecimiento y empoderamiento de las mujeres rurales y de sus organizaciones como actoras políticas y sujetas de derechos, articulando e integrando acciones que propendan por la identidad como mujeres y como sector, por la UNIDAD de acción y mejoramiento de la calidad de vida de las mujeres y su participación activa en los espacios para la toma de decisiones.","Mujeres rurales articuladas en un proceso de UNIDAD de acción,  como protagonistas, actoras políticas y sujetas de derechos en la construcción y transformación de políticas públicas, normatividades, proyectos, planes y programas de las diferentes instancias y niveles de poder del Estado colombiano,  con equidad y justicia económica y social.",uploads/grupos/Mesamujer.jpg,TRUE,2012/01/11 18:01:19,2012/01/11 18:01:19,NA,NA
15,Humanas Colombia,2570,2005-06-21,"Lograr la justicia de género (verdad, justicia, reparación y sistemas judiciales).

 Trabajar por los derechos humanos de las mujeres.

","Convertirnos en referente para la promoción y defensa de los derechos de las mujeres en América Latina, ante los tomadores de decisión, tanto a nivel nacional como ante los sistemas regional e internacional de protección de derechos humanos, a partir de alianzas estratégicas con el movimiento amplio de derechos humanos.","Somos especialistas en temas de derechos humanos de las mujeres.

Nos dedicamos a promover su plena vigencia, a partir del marco internacional de derechos humanos y desde un enfoque feminista.

Fortalecemos la actoría social, cultural, política y jurídica de las mujeres mediante alianzas y articulaciones nacionales, regionales y mundiales con organizaciones de mujeres.

Actuamos directamente con instituciones del Estado, instituciones multilaterales regionales y mundiales, centros académicos y de estudio y con organizaciones de la sociedad civil.",uploads/grupos/Humanas.JPG.jpg,TRUE,2010/05/11 12:54:53,2012/01/11 19:52:21,NA,NA
84,Programa de Acción por la Igualdad y la Inclusión Social (Paiis),4719,2007-07-16,"Promueve los derechos humanos, la igualdad y la inclusión social de la población de especial protección constitucional (especialmente de la población con discapacidad y de las personas mayores).

","PAIIS ofrece conocimiento, experiencia y capacidad de acción para el avance de los derechos de las personas en situación de discapacidad y para la implementación de la Convención de Naciones Unidas (CDPCD).","En el 2015 PAIIS es reconocido en América Latina como un centro de pensamiento que produce conocimiento y genera acciones para el avance de los derechos humanos, la igualdad y la inclusión social de la población de especial protección constitucional (especialmente de la población con discapacidad), por medio de:

(a) la incidencia en la modificación de la legislación y las políticas públicas en términos de la Convención de Naciones Unidas sobre los Derechos de las Personas con Discapacidad (CDPCD);

(b) la consolidación y difusión de su producción académica e intelectual;

(c) la creación alianzas nacionales e internacionales.",uploads/grupos/9___.png,TRUE,2011/10/28 18:51:50,2012/01/31 19:48:33,NA,NA
89,Corporación Pensamiento Siglo XXI,5126,2004-03-08,"Desarrollar estudios e investigaciones en Política Públicas 
Promover los  valores democráticos en la sociedad colombiana
Promover la Economía Social de Mercado
Promover una sociedad equitativa, desarrollada, inspirada en el humanismo y el bien común.
Promover la modernización del pensamiento político
","- misión: Estudiar, defender, enseñar y divulgar los valores políticos democráticos, y nutrir con insumos programáticos y analíticos a los funcionarios públicos y estamentos políticos, para que éstos presten un servicio eficaz al Estado en su tarea de vigilar la seguridad en la vida, honra y  bienes de los ciudadanos.",- visión: Ser el principal centro de pensamiento de políticas públicas de la centro – derecha para Colombia.,uploads/grupos/Corporación_Pensamiento_Siglo_XXI.png,TRUE,2012/03/06 19:29:35,2012/03/06 19:35:38,NA,NA
