id,created_at,updated_at,nombre,fechaDeCreacion,lugar,estatutos,lineamientos,resenaHistorica,activo
95,2010-01-17 17:19:23.618038,2010-03-18 19:31:00.167490,Liberal - Compromiso Ciudadano,NA,NA,NA,NA,NA,2
96,2010-01-17 17:19:23.621039,2010-03-18 19:31:15.851930,Liberal - Movimiento Lider,NA,NA,NA,NA,NA,2
97,2010-01-17 17:19:23.624123,2010-03-18 19:37:50.979410,Liberal Colombiano - Conservador C,NA,NA,NA,NA,NA,2
99,2010-01-17 17:19:23.630175,2010-03-18 19:40:08.045166,Liberal Colombiano-Partido Conservador Col,NA,NA,NA,NA,NA,2
48,2010-01-17 17:19:23.427858,2011-04-19 15:16:36.098826,Polo Democrático Independiente,2003-07-01,NA,NA,NA,NA,2
36,2010-01-17 17:19:23.363536,2011-05-09 15:59:03.296970,Dejen Jugar Al Moreno,NA,NA,NA,NA,"<p>Dejen Jugar al Moreno es el proyecto pol&iacute;tico del senador Carlos Moreno de Caro. El senador inicia su vida pol&iacute;tica al lado del dirigente conservador antioque&ntilde;o J. Emilio Valderrama a principios de los a&ntilde;os noventa. En 1994 se lanza por primera vez como candidato a la alcald&iacute;a de Bogot&aacute; con su movimiento Defensa Ciudadana. Moreno termina de tercero con 25.000 votos. Cuatro a&ntilde;os despu&eacute;s, se presenta de nuevo a la alcald&iacute;a de Bogot&aacute;. Durante esta campa&ntilde;a, Moreno es acusado de utilizar la Universidad del Trabajo, fundada y dirigida por el propio Moreno, para realizar obras comunitarias que luego eran atribuidas a Defensa Ciudadana. Varios estudiantes denunciaron p&uacute;blicamente que la universidad les ofrec&iacute;a la posibilidad de cambiar proyectos acad&eacute;micos por actividades como barrer calles y tapar alcantarillas. Finalmente, la universidad perdi&oacute; su personer&iacute;a jur&iacute;dica por m&uacute;ltiples irregularidades en los programas acad&eacute;micos. Moreno de Caro asegur&oacute; que todo se deb&iacute;a a una persecuci&oacute;n pol&iacute;tica en contra de su candidatura a la alcald&iacute;a de Bogot&aacute;. Aunque a un mes de las elecciones punteaba las encuestas, Moreno fue derrotado por un estrecho margen por Enrique Pe&ntilde;alosa. Para las elecciones legislativas del siguiente a&ntilde;o, fue elegido senador, obteniendo la tercera mejor votaci&oacute;n, cerca de 130.000 votos. En el a&ntilde;o 2000, Moreno renunci&oacute; a su curul para presentarse de nuevo como candidato a la alcald&iacute;aa de Bogot&aacute;. Sin embargo, ese mismo a&ntilde;o desisti&oacute; de su aspiraci&oacute;n y encabez&oacute; una lista al Concejo de la capital con su nuevo movimiento Dejen Jugar al Moreno. As&iacute;, obtuvo una de las m&aacute;s altas votaciones, pero tan solo seis meses despu&eacute;s de tomar posesi&oacute;n en el cabildo distrital, renunci&oacute; para iniciar su campa&ntilde;a al Senado en las elecciones de 2002 y lo reemplaz&oacute; el segundo regl&oacute;n. En ese a&ntilde;o es elegido nuevamente senador pero su votaci&oacute;n baj&oacute; a 70.000 votos. Su partido lanz&oacute; una lista al Concejo de Bogot&aacute; en las elecciones locales de 2003, encabezada por Isaac Moreno, su hermano. La lista obtuvo 2 curules y 47.515 votos. Moreno se ha caracterizado por ser un congresista exc&eacute;ntrico. En varias ocasiones ha protagonizado esc&aacute;ndalos que lo han hecho famoso ante la opini&oacute;n, como llevar gatos al Congreso para acabar con las ratas pol&iacute;ticas, insecticida para fumigar a sus compa&ntilde;eros, o escorpiones para picar a los enemigos de la reelecci&oacute;n. Moreno ha sido un aliado pol&iacute;tico del presidente Uribe en el Congreso. Fue coautor del proyecto de ley de Justicia y Paz del gobierno, trabaj&oacute; activamente por la aprobaci&oacute;n de la reelecci&oacute;n y ha acompa&ntilde;ado el proceso de desmovilizaci&oacute;n con las AUC como presidente de la Comisi&oacute;n de Paz del Senado. Desde el 2002, Moreno ha sido el senador con m&aacute;s leyes de su autor&iacute;a aprobadas, 10 en total. Ha sido autor entre otras, de la ley del Subsidio al Desempleo, la ley de Ojos Morados que penaliza la violencia intrafamiliar y la ley de Gesti&oacute;n de Calidad en Entidades P&uacute;blicas. En septiembre de 2005, le propuso p&uacute;blicamente a Ernesto B&aacute;ez, el jefe pol&iacute;tico del Bloque Central Bol&iacute;var hacer parte de su lista, cuando el paramilitar propuso que el Congreso les otorgara dos curules en el capitolio como resultado del proceso de paz. Y consecuentemente con eso, tambi&eacute;n les ofreci&oacute; a Roc&iacute;o Arias y a Eleonora Pineda que entraran a su lista cuando fueron expulsadas de Colombia Democr&aacute;tica. La primera acept&oacute; bajo la condici&oacute;n de que la lista fuera de voto preferente.</p>",2
25,2010-01-17 17:19:23.295644,2010-03-18 19:46:58.840919,Alternativa Democrática,NA,NA,NA,NA,NA,2
78,2010-01-17 17:19:23.550848,2010-03-18 19:54:21.372758,Nueva Colombia,NA,NA,NA,NA,NA,2
39,2010-01-17 17:19:23.381517,2011-05-17 15:32:55.300653,Huella Ciudadana,NA,NA,NA,NA,NA,2
47,2010-01-17 17:19:23.413603,2011-05-17 15:42:23.942003,Voluntad Popular,NA,NA,NA,NA,NA,2
46,2010-01-17 17:19:23.411231,2011-05-09 16:16:30.324588,Vía Alterna,NA,NA,NA,NA,NA,2
40,2010-01-17 17:19:23.383950,2016-04-04 19:26:19.295317,Movimiento Nacional Progresista,NA,NA,NA,NA,NA,2
106,2010-01-17 17:19:23.654150,2010-01-18 23:12:45.200224,Somos Colombia - Coalición,NA,NA,NA,NA,NA,2
103,2010-01-17 17:19:23.643235,2011-05-09 16:18:23.349114,Vanguardia Moral y Social Vamos Colombia,NA,NA,NA,NA,NA,2
20,2010-01-17 00:40:03.687747,2016-04-04 19:26:45.869332,Movimiento Nacional Progresista (e),NA,NA,NA,NA,NA,2
28,2010-01-17 17:19:23.314965,2016-04-04 19:28:51.060954,Movimiento Cívico Independiente,1998-06-01,NA,NA,NA,"<p>El MOVIMIENTO CIVICO INDEPENDIENTE, nace en junio de 1988 por la falta de representatividad general popular de los partidos pol&iacute;ticos tradicionales Colombianos. Un grupo de personas vinculadas al sector privado y a las universidades, tanto estudiantes como catedr&aacute;ticos y directivos de ellas, encabezados por Jairo Clopatofsky Ghisays y Gustavo Aristizabal Arango, unos Conservadores, otros Liberales, otros sin partido pol&iacute;tico definido o sin identificaci&oacute;n partidista, buscaron unirse bajo el prop&oacute;sito de crear un grupo pol&iacute;tico que ante todo fuese de car&aacute;cter c&iacute;vico e independiente de todo sector partidista. El principal prop&oacute;sito era convertirnos en una alternativa democr&aacute;tica de poder sin necesitar del tradicional jefe pol&iacute;tico (enti&eacute;ndase cacique o gamonal electoral) para surgir, ya que este sistema vertical de la pol&iacute;tica es el principal eje del clientelismo, la burocracia desbordada y por ende el fortalecimiento de las mafias de la corrupci&oacute;n. El Movimiento C&iacute;vico Independiente nace para presentarle al pa&iacute;s un nuevo esquema en la praxis de la pol&iacute;tica colombiana, un nuevo modelo que procura acercar directamente al ciudadano que no se sent&iacute;a representado ante las autoridades nacionales, departamentales y municipales, bajo el esquema de unir los intereses de la naci&oacute;n con un trabajo coordinado entre lo p&uacute;blico y lo privado para integrar las pol&iacute;ticas p&uacute;blicas bajo un modelo construido con la participaci&oacute;n de la sociedad civil, los sectores y las autoridades gubernamentales. Este grupo, tambi&eacute;n lo integraron profesionales de alt&iacute;simo nivel que aportan sus conocimientos hoy a destacadas organizaciones del sector privado tales como: Jorge Rinc&oacute;n Puerta,Ricardo de Castro, Rafael Stand Ni&ntilde;o,Ricardo Varela, Luz Esmeralda Salazar y otros m&aacute;s, que sembraron en esta organizaci&oacute;n pol&iacute;tica, sus m&aacute;s profundos sue&ntilde;os y esperanzas por una mejor Colombia para su gente. Nuestra meta principal es agrupar a todos los diversos sectores c&iacute;vicos del pa&iacute;s, respetando las diferentes ideolog&iacute;as y posiciones en torno de un gran partido c&iacute;vico que represente a los diversos sectores de la sociedad colombiana. Conscientes de la necesidad de transformar la manera de practicar la pol&iacute;tica, no s&oacute;lo porque est&aacute;bamos en contra de muchas de las pr&aacute;cticas tradicionales, sino porque adem&aacute;s no cont&aacute;bamos con recursos financieros que nos permitieran darnos a conocer por los medios de comunicaci&oacute;n, coincidimos en el dise&ntilde;o de un esquema diferente del que hacer de la vida pol&iacute;tica. Es as&iacute; como dise&ntilde;amos diferentes planes como el PERSONA A PERSONA, es decir la entrega de volantes y el contacto directo con las personas en los peajes, sem&aacute;foros, supermercados, universidades y colegios etc. El plan PUERTA A PUERTA consiste en la movilizaci&oacute;n de brigadas juveniles y visitar en los barrios en cada casa las personas para explicarles nuestro pensamiento.  Lo anterior incluye tambi&eacute;n procesos de apoyo como el Call Center, correo directo, conferencias en universidades, y listados piramidales que buscan entrelazar en un Mapa inform&aacute;tico sustentado en una base de datos barrio por barrio y ciudad por ciudad de cada uno de los grupos de personas que nos apoyan y de quienes sabemos su ubicaci&oacute;n electoral y por qui&eacute;n y por qu&eacute; se vincula al movimiento. El Movimiento C&iacute;vico Independiente, se presenta a las elecciones de Concejo por Bogot&aacute; D.C., en 1991, encabezado por el Dr. Jairo Clopatofsky Ghisays, logrando un resultado electoral de 8000 votos pero sin lograr la curul. Posteriormente, nos involucramos en el proceso del Movimiento Estudiantil, originado por el magnicidio del gran l&iacute;der Luis Carlos Gal&aacute;n, que gener&oacute; la denominada S&eacute;ptima Papeleta a fin de convocar a las elecciones por una Constituyente para reformar la Carta Magna de Colombia, obviamente con excelentes resultados por todo el pa&iacute;s. As&iacute; nos perfilamos como un movimiento con miras de participaci&oacute;n nacional, donde incluso recogimos fuera de otros Conservadores y Liberales, algunos amigos Galanistas que se identificaron con la causa. Es as&iacute; como en la Asamblea Nacional Constituyente presentamos propuestas por intermedio de nuestros amigos constituyentes logrando incluir importantes puntos para la elaboraci&oacute;n de la Nueva Carta Magna, entre otros, la descentralizaci&oacute;n administrativa, la eliminaci&oacute;n de los auxilios parlamentarios, el control a los viajes parlamentarios, disminuir el n&uacute;mero de curules, la promoci&oacute;n y elecci&oacute;n autom&aacute;tica por derecho propio de los grupos minoritarios significativos en el Congreso de la Rep&uacute;blica y otros, logrando por &uacute;ltimo participar en la determinaci&oacute;n a manera de asesor&iacute;a sobre la revocatoria del mandato al Congreso que sesionaba en esos momentos, sobre todo porque el pa&iacute;s hab&iacute;a determinado buscar nuevas opciones y ese Congreso no las representaba. Es as&iacute; como el 27 de octubre de 1991 postulamos al Dr. Jairo Clopatofsky Ghisays, como candidato a la C&aacute;mara de Representantes por Santa fe de Bogot&aacute;, logrando un resultado electoral que fue sorpresa en Bogot&aacute;, inclusive con votaci&oacute;n de varias zonas por encima de los caciques electorales tradicionales. Esta campa&ntilde;a se realiz&oacute; puerta a puerta, visitando cada barrio y a sus habitantes, estuvimos en los peajes repartiendo volantes, al igual en los supermercados, en las puertas de las Universidades, dictando conferencias en las Universidades e incluso visitando los sitios nocturnos de la ciudad, donde se re&uacute;ne la juventud. El resultado de Jairo Clopatofsky Ghisays como parlamentario, tal como el pa&iacute;s lo conoci&oacute;, desde el programa de moralizaci&oacute;n en donde logr&oacute; controlar los viajes parlamentarios que se hac&iacute;an sin control alguno de los objetivos a cumplir en el exterior y violando la propia Constituci&oacute;n Pol&iacute;tica Nacional. Adem&aacute;s, obtuvo un logro importante como fue el de recuperar m&aacute;s de 200 veh&iacute;culos del Congreso Nacional en poder de los parlamentarios a los cuales se les estaba dando uso indebido, comprobamos el despilfarro y la sobre facturaci&oacute;n en las cuentas de la C&aacute;mara. Esto gener&oacute; el despido e investigaci&oacute;n del coordinador administrativo y as&iacute; otras actividades donde Jairo Clopatofsky le habl&oacute; claro al pa&iacute;s sobre lo que nos sucede en Colombia y se ocultaba por intereses particulares.  Desde la Comisi&oacute;n de &eacute;tica se logr&oacute; la p&eacute;rdida de investidura de algunos Representantes a la C&aacute;mara y la colaboraci&oacute;n para la p&eacute;rdida de investidura de otros Senadores, quienes no cumpl&iacute;an con los principios &eacute;ticos que requiere un parlamentario denominado Padre de la Patria , es decir quienes deben dar ejemplo en su actuar y en sus posiciones, personas que estuvieron involucrados en procesos de corrupci&oacute;n y de inmoralidad p&uacute;blica que tanto afectan a la sociedad colombiana. Postulamos a Jairo Clopatofsky al Senado de la Rep&uacute;blica y logr&oacute; un destacado resultado electoral a nivel nacional para obtener una curul en el Senado para el periodo 1994 a 1998, donde obtuvimos tambi&eacute;n dos Representantes a la C&aacute;mara y posteriormente en las elecciones regionales obtuvimos 1 Gobernador, 7 Diputados, 23 Alcaldes, 157 Concejales y 26 Ediles en la ciudad de Bogot&aacute;. A la fecha, el Movimiento C&iacute;vico Independiente, tiene un Senador de la Rep&uacute;blica, Dr. Jairo Clopatofsky, un Representante a la C&aacute;mara, Dr. Luis Antonio Serrano, 13 Alcaldes, 7 Diputados y 136 Concejales distribuidos en todo el pa&iacute;s, sumando cerca de 600.000 votos. Dada la Reforma Pol&iacute;tica que procura agrupar a los diferentes Partidos Pol&iacute;ticos, el Movimiento C&iacute;vico Independiente lidera un proceso para fusionar a 6 Partidos Pol&iacute;ticos con Personer&iacute;a Jur&iacute;dica, m&aacute;s de 20 Organizaciones Pol&iacute;ticas y sociales todos bajo un nuevo partido pol&iacute;tico denominado FUERZA INDEPENDIENTE.</p>",2
113,2010-01-17 17:19:23.743100,2014-02-24 16:56:17.564399,Huila Nuevo y Liberalismo,NA,NA,NA,NA,NA,2
61,2010-01-17 17:19:23.495895,2014-02-24 16:56:24.582055,Movimiento Cívico Seriedad por Colombia,NA,NA,NA,NA,NA,2
166,2014-02-10 15:32:13.099644,2014-07-22 11:14:59.332741,Corporación Afroétnicos,NA,NA,NA,NA,NA,2
38,2010-01-17 17:19:23.379028,2016-04-04 19:30:49.682213,Fuerza Progresista,NA,NA,NA,NA,NA,2
50,2010-01-17 17:19:23.438378,2016-04-04 19:37:55.980072,Unidad Democrática,NA,NA,NA,NA,NA,2
49,2010-01-17 17:19:23.430023,2016-04-04 19:38:01.426326,Partido Popular Colombiano,NA,NA,NA,NA,NA,2
69,2010-01-17 17:19:23.522988,2016-04-04 19:43:02.023241,Movimiento Defensa Ciudadana,NA,NA,NA,NA,NA,2
72,2010-01-17 17:19:23.532334,2018-02-02 15:37:03.535786,MIPOL - Movimiento Integración Popular,NA,NA,NA,NA,NA,2
80,2010-01-17 17:19:23.556978,2018-02-02 15:37:30.345547,MPC - Movimiento Participación Comunitaria,NA,NA,NA,NA,NA,2
101,2010-01-17 17:19:23.636764,2018-02-02 15:43:14.872913,PNC Partido Nacional Cristiano,NA,NA,NA,NA,NA,2
56,2010-01-17 17:19:23.458881,2018-02-02 15:42:08.374444,Movimiento Independiente Frente de Esperanza,NA,NA,NA,NA,NA,2
236,2018-02-05 15:51:13.070490,2020-04-28 21:50:12.277552,Cuenca del Río Iscuandé,NA,NA,NA,NA,NA,2
226,2018-02-02 18:22:18.835288,2020-04-28 21:50:14.694783,CVUBC - Consejo Comunitario Veredas Unidas Un Bien Común,NA,NA,NA,NA,NA,2
216,2018-02-02 16:34:29.106337,2020-04-28 21:50:22.376766,FAP- Fundación Amor y Paz,NA,NA,NA,NA,NA,2
34,2010-01-17 17:19:23.358668,2011-05-17 15:44:14.980856,Movimiento de Participación Popular,1997-07-03,NA,NA,"Es un movimiento pol&iacute;tico, democr&aacute;tico, participativo, pluralista, aut&oacute;nomo e independiente con sus puertas abiertas a todos los ciudadanos que propendan por el bien com&uacute;n, la paz y el progreso. Defiende la unidad nacional y busca la armon&iacute;a de los poderes, de los espacios territoriales, la interacci&oacute;n de los variados elementos sociales &eacute;tnicos y culturales. Rechaza toda clase de opresi&oacute;n colonialismo, dictadura, discriminaci&oacute;n pol&iacute;tica, religiosa, racial, sexual, cultural y social. Comprometido con la dignificaci&oacute;n del hombre y la mujer, en procura de instaurar el bien com&uacute;n a fin de construir una sociedad igualitaria, equitativa y solidaria, fundada en la pr&aacute;ctica de una nueva democracia directa, humanista y participativa. Proclama, defiende y difunde los Derechos Humanos como fundamento insustituible de la convivencia pac&iacute;fica de sus copartidarios. Procura la b&uacute;squeda de un orden justo con fundamento en el Estado de Derecho y el respeto y acatamiento a la autoridad leg&iacute;timamente constituida. Busca la igualdad de oportunidades econ&oacute;micas, sociales y culturales de todos los ciudadanos (as), protecci&oacute;n a los desvalidos, marginados, ni&ntilde;os (as), j&oacute;venes, ancianos (as), ind&iacute;genas, campesinos y colonos. Respeta los principios de la convivencia pac&iacute;fica internacional y promueve de manera especial la nueva cultura de la integraci&oacute;n latinoamericana.","<p>El Movimiento Participaci&oacute;n Popular surge en el deseo de fomentar mecanismos de participaci&oacute;n directa de muchos conciudadanos que habitan la otra Colombia y que por su distante ubicaci&oacute;n geogr&aacute;fica no han representado un atractivo mayor para los l&iacute;deres nacionales que se limitan a desarrollar un trabajo social en los grandes centros urbanos. La reforma constitucional del a&ntilde;o 1991, genera nuevos espacios y permite la incursi&oacute;n de delegados de los departamentos creados, propiciando as&iacute; un cambio y la posibilidad de que sean los habitantes de los reci&eacute;n instituidos departamentos, quienes elijan a sus primeros representantes en el Congreso Nacional y el departamento de Vaup&eacute;s no fue ajeno a ese suceso. A partir de este momento y con el inter&eacute;s de impulsar un trabajo de beneficio general, comunitario, con autonom&iacute;a e independencia, se manifiesta el empe&ntilde;o de generar un espacio de participaci&oacute;n y es en Mit&uacute;, basado en el desempe&ntilde;o laboral y p&uacute;blico del economista Harold Le&oacute;;n Bentley. Aqu&iacute;, se producen los frutos de su carrera, entregada al servicio de la regi&oacute;n, con total disposici&oacute;n al trabajo, atributos que lo llevan a encontrar un positivo respaldo en su liderazgo regional y ejercicio gubernamental; estas particularidades junto con otros valores agregados presentaban un atractivo panorama arrojando un balance con las condiciones propicias para iniciar la gestaci&oacute;n y primeros pasos de la naciente organizaci&oacute;n. De esta forma presenta su nombre a consideraci&oacute;n de los habitantes, siendo los primeros escalones para ir conformando una tendencia de integraci&oacute;n ciudadana con un liderazgo gestado en la regi&oacute;n, proyect&aacute;ndola a todos los habitantes, a las muchas comunidades y etnias que pueblan esa apartada regi&oacute;ncolombiana. La naciente organizaci&oacute;nabanderada por un hijo de la selva y el raudal ha considerado como un deber el trabajar por la regi&oacute;n, reiterando una vez m&aacute;s, el serio compromiso de impulsar, desde el cargo que desempe&ntilde;e, el desarrollo del departamento buscando el beneficio colectivo de los pobladores de ese pedazo de tierra colombiana. Esta rese&ntilde;a es el cimiento de nuestra esencia y hemos encaminado un trabajo austero, sencillo, discreto, dada nuestra extracci&oacute;n, creyendo en lo nuestro, estimulando nuestra presencia en el concierto nacional frente a las tendencias y organizaciones pol&iacute;ticas tradicionales, explorando alternativas de participaci&oacute;n para muchas personas que consideran importante contar con un espacio que les permita presentar e impulsar planes y programas de trabajo social, de beneficio comunitario, con la convicci&oacute;n de que se puede acceder a ocupar dignidades de elecci&oacute;n popular de manera distinta a la registrada por la historia de nuestra patria distanci&aacute;ndose un tanto de las alternativas ancestrales partidistas como respuesta a las opciones que proyect&oacute; la nueva constituci&oacute;n nacional. Los resultados de nuestra presencia nos demuestra que ha sido una tarea reconocida que ha merecido el respaldo de varios l&iacute;deres de otras regiones que han encontrado en nuestra organizaci&oacute;n un terreno f&eacute;rtil para desarrollar planes de inter&eacute;s y beneficio social diferente a la de los partidos tradicionales. Es esta evoluci&oacute;n la que nos ha permitido hasta ahora lograr nuestra meta, consolidarnos en una alternativa popular de integraci&oacute;n social, con un matiz diferente a lo arraigado en el recuento pol&iacute;tico de la memoria nacional. Hoy somos un Movimiento con presencia no solo en el departamento del Vaup&eacute;s, ya que hemos abierto espacios e incursionado en otras regiones, promoviendo el esp&iacute;ritu que nos caracteriza como lo es garantizar y apoyar la participaci&oacute;n popular en todo el territorio nacional para los compatriotas que conservan la esperanza e ilusi&oacute;n por un futuro mejor.</p>",2
7,2009-11-25 09:17:54.000000,2011-05-09 16:19:38.261800,Alas Equipo Colombia,2005-12-14,NA,NA,"1. Pol&igrave;tico:&nbsp;Reiteran &nbsp;el compromiso por garantizar la presencia de instituciones capaces de brindar la seguridad y consolidaci&oacute;n del Estado Social de Derecho, a trav&eacute;s de los bienes y servicios b&aacute;sicos como la educaci&oacute;n, salud y el acceso al agua potable y la energ&iacute;a, para que lleguen realmente a quienes los necesitan en cantidad y calidad suficientes. Defensores de una econom&iacute;a social de mercado, el liderazgo de sus dirigentes constituye una alternativa para impulsar una nueva relaci&oacute;n entre el Estado y la sociedad, basada en la presencia de instituciones pol&iacute;ticas democr&aacute;ticas y leg&iacute;timas, una administraci&oacute;n p&uacute;blica eficiente y responsable, comprometidas en la defensa de los derechos humanos y con una eficaz regulaci&oacute;n publica de los mercados. 2. Econ&oacute;mico: Las nuevas y mejores oportunidades de empleo deber&aacute;n surgir de una estrategia integral que consulte las necesidades de educaci&oacute;n y capacitaci&oacute;n del recurso humano, la emergencia de nuevas formas de organizaci&oacute;n econ&oacute;mica a nivel local y regional y la efectiva inserci&oacute;n a los mercados internacionales. En la medida en que Colombia logre una mayor presencia de sus exportaciones en los mercados externos y canalizar mayores inversiones provenientes del exterior, el crecimiento econ&oacute;mico sostenido se constituir&aacute; en el garante de las crecientes oportunidades de empleo, y de esta forma podr&iacute;a responder a una de sus necesidades m&aacute;s sentidas en materia de desarrollo social, combatir el desempleo.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;3. Seguridad: promotor de todas aquellas iniciativas orientadas a aumentar la confianza acerca de las posibilidades de superaci&oacute;n del conflicto, que con Mano Firme cree las condiciones adecuadas para avanzar hacia los escenarios finales de b&uacute;squeda de la paz por la v&iacute;a negociada. Conscientes de las debilidades que representa la construcci&oacute;n de la paz en medio de la pobreza y la exclusi&oacute;n, se compromete en un acompa&ntilde;amiento a la Pol&iacute;tica de Seguridad Democr&aacute;tica a trav&eacute;s de la formulaci&oacute;n de nuevas y m&aacute;s sugerentes alternativas para su consolidaci&oacute;n, seguros de la necesidad de avanzar hacia a otros ordenes, como lo son el de mas seguridad civil y ciudadana, m&aacute;s seguridad social y m&aacute;s seguridad jur&iacute;dica. 4. Social: <br />Mayor oportunidad para comunidades y en unas ejecutorias pol&iacute;ticas en el marco de los derechos sociales, econ&oacute;micos y culturales. En este sentido, en el car&aacute;cter de movimiento representativo, estrechar en mayor medida los v&iacute;nculos con las comunidades haci&eacute;ndolas protagonistas de su propio desarrollo es la clave de la transformaci&oacute;n social y pol&iacute;tica que requiere el pa&iacute;s. Adem&aacute;s,&nbsp;combatir los escenarios de injusticia e inequidad social. Velar por la configuraci&oacute;n de un sistema de salud que con el concurso de los agentes p&uacute;blicos y privados opere de manera arm&oacute;nica y coherente, ampl&iacute;e la cobertura y preste un servicio de calidad. Brindar apoyo a las instituciones educativas, p&uacute;blicas y privadas, para promover y consolidar la educaci&oacute;n no formal.<br /><br /><p>&nbsp;</p>","<p>El MOVIMIENTO ALAS EQUIPO COLOMBIA surgi&oacute; de la fusi&oacute;n del Partido ALAS y del Movimiento Equipo Colombia, como una necesidad sentida de los ciudadanos, de las organizaciones regionales y de la sociedad civil funcionalmente integrada, para hacer realidad la democracia participativa y representativa, convirti&eacute;ndose en una verdadera alternativa respecto a las decisiones pol&iacute;ticas de la Naci&oacute;n. ALAS EQUIPO COLOMBIA proyecta toda su acci&oacute;n pol&iacute;tica y social para convertirse y posicionarse como el movimiento pol&iacute;tico nacional de mayor confianza, solidez, trascendencia y efectividad en la direcci&oacute;n del Estado Colombiano.</p>",2
