id,created_at,updated_at,nombres,apellidos,fechaNacimiento,municipio_nacimiento_id,grado_estudios,profesion_id,genero_id,fecha_fallecimiento
294,2010-01-12 18:23:08.761055,2018-01-29 15:52:28.685208,Manuel Tomas,Sarabia Cassiani,NA,5,U,174,1,NA
276,2010-01-10 22:17:38.040850,2017-08-22 16:55:48.452157,Andres Felipe,Guerra Hoyos,NA,NA,U,NA,1,NA
292,2010-01-12 03:01:02.487087,2018-01-19 20:40:28.517060,Armando,Vanegas Garzon,1968-10-04,4,NA,209,1,NA
1991,2010-02-08 17:05:35.435351,2018-01-23 13:51:18.208586,Henry,Molina Mendez,NA,NA,NA,NA,1,NA
12717,2018-01-26 21:43:16.299224,2018-03-01 20:14:03.067407,Manuel Arturo,Tellez Osorio,NA,NA,TE,221,1,NA
1936,2010-02-05 19:40:56.121640,2018-01-22 16:44:56.078139,Felix Alberto,Garcia Uribe,NA,NA,NA,NA,1,NA
287,2010-01-11 18:10:03.270333,2018-01-22 16:47:21.755479,William,Garcia Fayad,NA,NA,U,NA,1,NA
1528,2010-01-27 16:38:58.461569,2018-01-22 17:50:13.646446,Luis Eduardo,Tobon Cardona,NA,NA,NA,NA,1,NA
1893,2010-02-05 14:15:34.605270,2018-01-23 18:49:01.410071,Onesimo Javier,Diaz Maculado,NA,NA,NA,NA,1,NA
1547,2010-01-27 17:04:47.210430,2018-01-23 19:31:35.282161,Raul Horacio,Camargo Vasquez,NA,NA,NA,NA,1,NA
275,2010-01-10 22:12:40.875433,2018-01-26 18:50:41.069570,Constanza Isabel,Ramirez Acevedo,NA,NA,BI,NA,2,NA
4067,2011-06-28 20:29:35.215684,2011-06-28 20:32:47.888248,JAIRO JULIAN,ORDUÑA TOVAR,NA,86,NA,NA,NA,NA
6652,2013-05-31 23:04:14.545489,2013-06-24 00:21:08.201025,Emi,Silva,NA,86,NA,NA,NA,NA
3136,2010-10-23 17:58:59.639762,2010-10-23 17:58:59.771181,NA,NA,NA,NA,NA,NA,NA,NA
5613,2012-06-28 21:00:07.705014,2012-06-28 21:00:07.956807,NA,NA,NA,NA,NA,NA,NA,NA
332,2010-01-17 17:16:07.646134,2021-03-08 05:23:14.777258,Carlos,Uribe Angel Cely,NA,NA,NA,NA,1,NA
354,2010-01-17 17:16:08.129037,2020-11-23 14:49:18.235920,Alexander,Ariza Puentes,NA,NA,NA,NA,1,NA
367,2010-01-17 17:16:08.386114,2021-01-17 12:45:43.122869,Henry,Barbosa Rincon,NA,NA,NA,NA,1,NA
588,2010-01-17 17:16:12.722535,2020-11-01 21:43:36.407785,Jose Manuel,Gonzalez Brito,NA,NA,NA,NA,1,NA
350,2010-01-17 17:16:08.056624,2020-12-29 19:48:36.725322,Jose Dolores,Aristizabal Jaramillo,NA,NA,NA,NA,1,NA
316,2010-01-17 17:16:07.352884,2021-01-22 07:21:23.166702,Mario de Jesus,Alvarez Celis,NA,NA,NA,NA,1,NA
7139,2013-11-02 16:00:50.946473,2013-11-02 16:03:12.083777,Estefania,Galeano,NA,86,NA,NA,NA,NA
3330,2011-01-12 21:55:31.176015,2011-01-12 21:55:31.367732,NA,NA,NA,NA,NA,NA,NA,NA
7130,2013-10-29 20:25:24.991745,2013-10-29 20:27:17.725747,NA,NA,NA,NA,NA,NA,NA,NA
6822,2013-07-12 02:12:43.564274,2013-07-12 02:12:43.747553,NA,NA,NA,NA,NA,NA,NA,NA
2272,2010-02-21 04:32:37.769416,2010-02-21 04:32:37.769437,NA,NA,NA,NA,NA,NA,NA,NA
3021,2010-09-25 14:26:55.692787,2010-09-25 14:26:55.698000,NA,NA,NA,NA,NA,NA,NA,NA
3333,2011-01-14 01:17:07.734136,2011-01-14 01:19:12.339068,NA,NA,NA,NA,NA,NA,NA,NA
6865,2013-08-03 15:23:40.197982,2013-08-03 15:23:40.206182,NA,NA,NA,NA,NA,NA,NA,NA
3523,2011-03-14 16:53:38.171745,2011-03-14 16:53:38.665088,NA,NA,NA,NA,NA,NA,NA,NA
3413,2011-02-11 19:26:30.880825,2011-02-11 20:01:31.761275,NA,NA,NA,NA,NA,NA,NA,NA
3844,2011-05-16 00:22:16.019764,2011-05-16 00:31:10.386477,NA,NA,NA,NA,NA,NA,NA,NA
3441,2011-02-17 19:42:15.356833,2011-02-17 19:44:25.907595,NA,NA,NA,NA,NA,NA,NA,NA
3941,2011-06-02 16:11:29.094598,2011-06-02 16:12:59.561110,NA,NA,NA,NA,NA,NA,NA,NA
6998,2013-09-13 15:47:20.465984,2013-09-13 15:53:32.387556,Jose,Calixto Cely,NA,111,NA,NA,NA,NA
3834,2011-05-13 14:12:43.492368,2011-05-13 14:18:30.377073,JORGE,ARANGO,NA,147,NA,NA,NA,NA
7163,2013-11-09 00:10:33.829510,2013-11-09 00:10:33.980175,NA,NA,NA,NA,NA,NA,NA,NA
4058,2011-06-27 00:37:01.718977,2011-06-27 00:42:25.226153,NA,NA,NA,NA,NA,NA,NA,NA
5571,2012-06-20 20:20:08.523529,2012-06-20 20:20:08.707658,NA,NA,NA,NA,NA,NA,NA,NA
4960,2012-01-20 19:55:23.569619,2012-01-20 19:55:23.694720,NA,NA,NA,NA,NA,NA,NA,NA
5525,2012-06-12 21:49:14.032397,2012-06-13 16:34:54.948464,Corporación Excelencia,en la Justicia,NA,NA,NA,NA,NA,NA
5526,2012-06-13 00:05:28.729526,2012-06-13 00:05:28.890523,NA,NA,NA,NA,NA,NA,NA,NA
3347,2011-01-19 15:13:24.048193,2011-01-19 18:13:18.055945,alfredo,pulido,NA,86,NA,NA,NA,NA
6538,2013-04-29 16:33:18.576322,2013-04-29 16:33:45.313744,NA,NA,NA,NA,NA,NA,NA,NA
6595,2013-05-14 23:10:26.443249,2013-05-16 19:48:49.500343,Liliana,Oliveros León,NA,102,NA,NA,NA,NA
5527,2012-06-13 13:18:45.220659,2012-06-13 13:19:27.886507,jaime,obando,NA,2,NA,NA,NA,NA
12694,2018-01-26 21:04:54.867582,2018-02-16 22:02:51.616293,Armando,Buitrago Acevedo,NA,NA,NA,NA,1,NA
1916,2010-02-05 17:56:39.672527,2013-11-15 14:15:03.689306,Pedro,Socha,NA,NA,NA,NA,1,NA
3537,2011-03-17 22:52:33.611295,2011-03-17 22:52:33.616588,NA,NA,NA,NA,NA,NA,NA,NA
3339,2011-01-16 21:15:20.604700,2011-01-16 21:50:46.262508,jose,medina,NA,NA,NA,NA,NA,NA
4347,2011-08-16 23:16:13.258993,2011-08-16 23:34:20.096027,Diego Fernando,Melo Sierra,1979-11-09,86,NA,NA,NA,NA
9015,2014-02-07 05:00:00.000000,2014-07-18 10:03:21.805817,Silvia Marcela,Correa Rodriguez,NA,NA,NA,NA,2,NA
9974,2014-06-12 05:14:19.678024,2014-06-12 05:14:19.827898,Alejandro,Pacheco Zapata,NA,NA,NA,NA,NA,NA
7059,2013-10-08 15:47:52.426668,2015-10-21 16:15:32.862024,Daniela,Swann,NA,NA,NA,NA,NA,NA
4348,2011-08-17 08:21:39.000119,2011-08-17 08:22:07.023299,NA,NA,NA,NA,NA,NA,NA,NA
4341,2011-08-15 23:27:49.798268,2011-08-15 23:29:02.998594,NA,NA,NA,NA,NA,NA,NA,NA
2541,2010-04-29 17:06:22.411247,2010-04-29 17:06:22.477499,Tame'owL,NA,NA,NA,NA,NA,NA,NA
2542,2010-04-29 18:47:01.580832,2010-04-29 23:55:25.540559,Daniel,Assaf,NA,NA,NA,NA,NA,NA
2546,2010-05-01 15:52:14.017981,2010-05-01 16:07:39.015527,Andrés,Meza-Escallón,NA,NA,NA,NA,NA,NA
6749,2013-06-19 23:16:36.674087,2013-06-19 23:16:36.957530,NA,NA,NA,NA,NA,NA,NA,NA
3942,2011-06-02 16:30:15.505319,2011-07-26 15:56:43.742214,Camilo,Beltrán,NA,NA,NA,NA,NA,NA
6823,2013-07-12 09:40:16.996637,2013-07-12 09:40:17.019207,NA,NA,NA,NA,NA,NA,NA,NA
2273,2010-02-21 16:33:07.565624,2010-06-22 20:45:40.833556,Isabel,Guerrero Garica,NA,NA,NA,NA,NA,NA
3137,2010-10-23 20:55:32.251646,2010-10-23 20:55:32.471046,NA,NA,NA,NA,NA,NA,NA,NA
1915,2010-02-05 17:53:25.335515,2018-01-23 13:42:00.368779,Jorge Eliecer,Palacios,NA,NA,NA,NA,1,NA
4192,2011-07-28 16:45:59.894491,2011-07-28 16:47:18.324651,Jose Rafael,Espinosa Restrepo,NA,4,NA,NA,NA,NA
3334,2011-01-14 01:23:40.587087,2011-01-15 13:18:07.211609,NA,NA,NA,NA,NA,NA,NA,NA
3022,2010-09-26 15:41:13.376518,2010-09-26 15:42:29.615325,NA,NA,NA,NA,NA,NA,NA,NA
6541,2013-04-29 22:07:03.311455,2013-04-29 22:21:48.852742,Carlos Alberto,Villalobos Trejos,NA,86,NA,NA,NA,NA
6567,2013-05-07 15:23:27.353166,2013-05-07 15:39:37.213013,NA,NA,NA,NA,NA,NA,NA,NA
6999,2013-09-13 19:59:35.383755,2013-09-13 19:59:35.588771,NA,NA,NA,NA,NA,NA,NA,NA
6596,2013-05-14 23:14:30.214432,2013-05-14 23:14:30.219857,NA,NA,NA,NA,NA,NA,NA,NA
5579,2012-06-22 17:31:48.150135,2012-06-22 17:31:48.379664,NA,NA,NA,NA,NA,NA,NA,NA
4961,2012-01-21 23:56:41.897706,2012-01-21 23:56:41.967162,NA,NA,NA,NA,NA,NA,NA,NA
396,2010-01-17 17:16:08.972591,2021-02-14 13:53:00.427374,Guillermo,Botero Mejia,NA,NA,NA,193,1,NA
362,2010-01-17 17:16:08.300937,2021-03-19 11:19:52.710620,Jaime Alberto,Avila Tovar,NA,NA,NA,NA,1,NA
428,2010-01-17 17:16:09.547015,2021-03-17 19:17:07.462544,Humberto,Carrillo Torres,NA,NA,NA,174,1,NA
430,2010-01-17 17:16:09.580966,2021-02-13 07:45:21.429664,Jose Arlen,Carvajal Murillo,NA,NA,NA,NA,1,NA
492,2010-01-17 17:16:10.867701,2021-02-23 14:43:04.117963,Enrique Juvenal,de los Rios Herrera,NA,NA,NA,NA,1,NA
405,2010-01-17 17:16:09.138534,2021-02-12 16:19:25.062692,Ramiro,Calle Cadavid,NA,NA,U,174,1,NA
394,2010-01-17 17:16:08.937627,2020-12-25 23:45:06.717635,Juan Bautista,Bonilla Gonzalez,NA,NA,NA,NA,1,NA
463,2010-01-17 17:16:10.299262,2021-01-21 23:04:23.079019,Jairo,Coral Romo,NA,NA,NA,NA,1,NA
537,2010-01-17 17:16:11.724752,2020-12-25 08:36:13.659938,Antonio,Fernandez Atencio,NA,NA,NA,NA,1,NA
363,2010-01-17 17:16:08.317676,2021-03-14 08:45:27.635669,Alvaro,Ayala Lindarte,NA,NA,NA,NA,1,NA
356,2010-01-17 17:16:08.171934,2021-02-21 05:56:46.934037,Jose Amado,Aramendiz Gomez,NA,NA,NA,180,1,NA
404,2010-01-17 17:16:09.121688,2020-11-11 15:42:37.225269,Luis Edgar,Calderon Tovar,NA,NA,NA,NA,1,NA
6866,2013-08-05 02:49:37.351639,2013-08-05 02:49:44.627225,NA,NA,NA,NA,NA,NA,NA,NA
5542,2012-06-14 18:46:50.856402,2012-06-14 18:46:50.897279,NA,NA,NA,NA,NA,NA,NA,NA
7140,2013-11-02 20:54:49.617599,2013-11-02 23:29:47.204776,NA,NA,NA,NA,NA,NA,NA,NA
4059,2011-06-27 00:50:10.997046,2011-06-27 01:43:22.698682,juvenal,alvarez gallego,NA,183,NA,NA,NA,NA
6653,2013-06-01 00:21:48.581888,2013-06-01 02:38:34.843445,NA,NA,NA,NA,NA,NA,NA,NA
6825,2013-07-12 16:19:22.573017,2013-07-12 16:22:44.663881,NA,NA,NA,NA,NA,NA,NA,NA
5544,2012-06-15 00:28:53.708361,2012-06-15 00:31:04.795480,patricia,pardo,1964-04-09,86,NA,NA,NA,NA
5614,2012-06-29 02:25:21.736478,2012-06-29 02:25:21.909613,jose,nicolas jimenez,NA,NA,NA,NA,NA,NA
5666,2012-07-23 20:50:44.484469,2012-07-23 20:52:50.062926,obeth,barraza,NA,NA,NA,NA,NA,NA
7131,2013-10-30 00:03:31.010310,2013-10-30 00:05:48.470727,Juan Carlos,Rico Noguera,NA,86,NA,NA,NA,NA
3414,2011-02-12 01:43:37.533494,2011-02-12 01:45:24.271612,Juan Carlos,Rodríguez Raga,NA,1,NA,NA,NA,NA
3331,2011-01-13 14:48:12.728472,2011-01-13 14:48:12.990972,NA,NA,NA,NA,NA,NA,NA,NA
1937,2010-02-05 19:47:43.647068,2013-11-15 14:15:04.325249,Darly Yanit,Plaza Lourido,NA,NA,NA,NA,1,NA
1896,2010-02-05 14:41:53.520185,2013-11-15 14:15:02.232770,Carlos Manuel,Mendoza la Torre,NA,NA,NA,NA,1,NA
3337,2011-01-15 22:16:57.898866,2011-01-15 22:16:58.293339,NA,NA,NA,NA,NA,NA,NA,NA
3338,2011-01-15 22:41:22.529717,2011-01-15 22:45:10.683540,NA,NA,NA,NA,NA,NA,NA,NA
3343,2011-01-19 01:07:48.484998,2011-04-03 02:11:38.693186,liliana,NA,NA,NA,NA,NA,NA,NA
2695,2010-06-23 23:34:23.748720,2010-06-23 23:35:28.005388,Edwod,Edwod,NA,NA,NA,NA,NA,NA
5545,2012-06-15 04:09:12.635163,2012-06-16 23:38:39.587686,Juan,Sebastián Melo,1995-04-08,NA,NA,NA,NA,NA
2543,2010-04-29 19:16:53.957692,2010-04-29 19:19:48.937347,NA,NA,NA,NA,NA,NA,NA,NA
4069,2011-06-29 04:47:23.879962,2011-06-29 04:47:23.957843,NA,NA,NA,NA,NA,NA,NA,NA
2544,2010-04-30 02:37:48.542741,2010-04-30 02:47:58.541593,Moni,Vega,NA,NA,NA,NA,NA,NA
4349,2011-08-17 12:45:00.481736,2011-08-17 12:48:09.802930,NA,NA,NA,NA,NA,NA,NA,NA
7141,2013-11-03 01:00:14.482535,2013-11-03 01:00:14.590408,NA,NA,NA,NA,NA,NA,NA,NA
7132,2013-10-30 00:35:38.428504,2013-10-30 00:35:38.434721,NA,NA,NA,NA,NA,NA,NA,NA
2545,2010-04-30 17:52:08.919993,2010-06-22 20:45:40.866408,Nico,Santamaria,NA,NA,NA,NA,NA,NA
4060,2011-06-27 17:09:46.518476,2011-06-27 17:13:32.541589,NA,NA,NA,NA,NA,NA,NA,NA
7060,2013-10-08 18:34:09.600338,2013-10-08 18:59:11.355745,Sergio,Martinez Tapia,NA,266,NA,NA,NA,NA
6824,2013-07-12 16:09:51.774907,2013-07-12 16:11:23.077498,NA,NA,NA,NA,NA,NA,NA,NA
7000,2013-09-13 20:01:36.852821,2013-09-13 20:02:09.210913,NA,NA,NA,NA,NA,NA,NA,NA
6867,2013-08-05 06:20:55.535171,2013-08-05 06:20:55.542345,NA,NA,NA,NA,NA,NA,NA,NA
2993,2010-09-18 04:29:10.526921,2010-09-18 04:30:25.755250,NA,NA,NA,NA,NA,NA,NA,NA
3349,2011-01-20 02:35:29.860623,2011-01-20 02:38:27.849897,NA,NA,NA,NA,NA,NA,NA,NA
2927,2010-09-03 16:03:32.966505,2010-09-03 16:09:42.839572,NA,NA,NA,NA,NA,NA,NA,NA
3943,2011-06-02 16:37:12.381928,2012-02-09 15:27:07.674057,Luis Miguel,Téllez,NA,NA,NA,NA,NA,NA
7165,2013-11-09 20:11:33.013351,2013-11-10 15:22:23.041143,Monica A.,Molina Romero,1988-01-01,86,NA,NA,NA,NA
3138,2010-10-23 20:56:51.226677,2010-10-23 21:09:08.337883,CARLOS ANDRES,PEREZ FERNANDEZ,NA,NA,NA,NA,NA,NA
6542,2013-04-30 12:49:20.647827,2013-04-30 12:54:57.273211,Dayanni,Olivo Bogotá,NA,86,NA,NA,NA,NA
6568,2013-05-07 16:33:44.462106,2013-05-07 16:33:44.639223,NA,NA,NA,NA,NA,NA,NA,NA
5543,2012-06-14 23:08:55.659083,2012-06-14 23:08:55.766508,NA,NA,NA,NA,NA,NA,NA,NA
3335,2011-01-14 17:33:15.271379,2011-01-14 17:33:15.634096,Diofante,Coronado,NA,NA,NA,NA,NA,NA
4962,2012-01-22 13:29:04.988881,2012-05-05 11:13:38.019418,edgar,peralta,NA,5,NA,NA,NA,NA
6597,2013-05-15 02:59:26.518338,2013-05-15 03:01:26.812957,ELDER,VILLAR,NA,107,NA,NA,NA,NA
3332,2011-01-13 14:50:17.857150,2011-09-03 01:42:00.811898,Alex,Castaño,1992-08-14,NA,NA,NA,NA,NA
2630,2010-05-29 03:23:19.192857,2010-05-29 03:26:54.224350,Santiago,Tamayo,NA,NA,NA,NA,NA,NA
7001,2013-09-14 15:47:57.016899,2013-09-14 15:49:40.110727,NA,NA,NA,NA,NA,NA,NA,NA
3502,2011-03-10 04:30:02.852885,2011-03-10 04:30:03.131895,Juan,Camilo Velasque,NA,NA,NA,NA,NA,NA
3532,2011-03-16 20:13:08.635322,2011-03-16 20:14:41.790020,NA,NA,NA,NA,NA,NA,NA,NA
3336,2011-01-14 20:10:14.714652,2011-01-14 20:37:48.723164,NA,NA,NA,NA,NA,NA,NA,NA
4342,2011-08-16 13:53:51.218755,2011-08-16 13:53:51.227455,NA,NA,NA,NA,NA,NA,NA,NA
1588,2010-01-28 01:45:47.506334,2010-01-28 01:45:47.506373,NA,NA,NA,NA,NA,NA,NA,NA
571,2010-01-17 17:16:12.407306,2021-03-12 07:52:38.658561,Hildebrando,Giraldo Parra,NA,375,U,185,1,NA
607,2010-01-17 17:16:13.100804,2020-09-07 19:18:07.612622,Santiago Manuel,Guerrero Salcedo,NA,NA,NA,NA,1,NA
638,2010-01-17 17:16:14.080053,2020-12-15 16:25:36.959777,Marcos Aurelio,Iguaran Iguaran,NA,299,NA,NA,1,NA
619,2010-01-17 17:16:13.309810,2021-03-15 02:06:42.875364,Barlaham,Henao Hoyos,NA,NA,NA,NA,1,NA
361,2010-01-17 17:16:08.281294,2021-02-07 00:43:13.229387,Manuel Dario,Avila Peralta,NA,NA,NA,NA,1,NA
544,2010-01-17 17:16:11.874378,2021-02-21 06:04:45.293550,Jose Maria,Franco,NA,NA,U,180,1,NA
695,2010-01-17 17:16:15.269009,2021-03-12 04:02:31.165702,Jose,Maya Burbano,NA,NA,U,193,1,NA
669,2010-01-17 17:16:14.707868,2021-02-13 17:28:44.895793,Campo Elias,Lopez Moron,NA,NA,U,174,1,NA
585,2010-01-17 17:16:12.669699,2021-03-19 03:50:25.563990,Jorge Humberto,Gonzalez Noreña,NA,70,U,180,1,NA
552,2010-01-17 17:16:12.047945,2021-01-13 11:58:40.143323,Joaquin,Garces Palacio,NA,NA,NA,NA,1,NA
637,2010-01-17 17:16:14.062508,2021-02-10 02:55:21.475751,John Jairo,Iguaran,NA,NA,NA,NA,1,NA
778,2010-01-17 17:16:16.878351,2021-03-13 19:54:16.255799,Javier Leon,Oyaga Gomez,NA,NA,NA,NA,1,NA
461,2010-01-17 17:16:10.264198,2021-03-18 22:54:26.643951,Luis Fernando,Contreras Romero,NA,NA,NA,NA,1,NA
515,2010-01-17 17:16:11.326670,2021-03-03 20:24:09.617957,Miryam Yudy,Echeverry Aubad,NA,312,NA,NA,2,NA
553,2010-01-17 17:16:12.065424,2021-02-16 23:54:19.606420,Francisco Miguel,Garces Vergara,NA,104,NA,NA,1,NA
616,2010-01-17 17:16:13.255320,2020-12-05 00:29:44.168019,Lisimaco,Guzman Quimbayo,NA,382,NA,NA,1,NA
613,2010-01-17 17:16:13.203019,2020-11-19 17:25:03.350468,Julio,Gutierrez Poveda,NA,NA,NA,NA,1,NA
618,2010-01-17 17:16:13.292247,2021-01-12 17:20:49.594099,Ramiro,Halima Peña,NA,NA,NA,NA,1,NA
4070,2011-06-30 02:28:16.294903,2011-10-14 03:39:41.231327,Manuel Fernando,Niño,NA,NA,NA,NA,NA,NA
3415,2011-02-12 18:44:38.741581,2011-02-12 18:55:31.741472,FERNANDO,LONDOÑO SUA,NA,1,NA,NA,NA,NA
2919,2010-08-30 22:37:18.758415,2010-08-30 22:41:51.607498,Paula,Martínez Calderón,NA,NA,NA,NA,NA,NA
9975,2014-06-12 17:57:42.794688,2014-06-12 17:57:42.960754,Hipolito,Arevalo Tique,NA,NA,NA,NA,NA,NA
6868,2013-08-05 16:09:10.532350,2014-02-18 14:13:35.406617,JORGE EDWARD,LOPEZ,NA,NA,NA,NA,NA,NA
5611,2012-06-28 15:33:44.403112,2014-11-25 16:37:51.652802,Jorge Felipe,Carreño Sanchez,NA,NA,NA,NA,NA,NA
6750,2013-06-20 02:26:42.931828,2013-06-20 02:27:35.474771,NA,NA,NA,NA,NA,NA,NA,NA
4963,2012-01-22 19:48:38.146611,2012-01-22 19:48:38.211744,NA,NA,NA,NA,NA,NA,NA,NA
3023,2010-09-26 17:32:31.205301,2010-09-26 17:35:08.889703,NA,NA,NA,NA,NA,NA,NA,NA
3442,2011-02-17 20:09:23.149162,2011-02-17 20:11:15.775259,NA,NA,NA,NA,NA,NA,NA,NA
3642,2011-04-09 13:59:01.209710,2011-04-09 13:59:01.218875,NA,NA,NA,NA,NA,NA,NA,NA
6543,2013-04-30 16:11:56.261492,2013-04-30 16:13:52.628161,NA,NA,NA,NA,NA,NA,NA,NA
4061,2011-06-28 00:27:41.032219,2011-06-28 00:27:41.042092,NA,NA,NA,NA,NA,NA,NA,NA
6598,2013-05-15 04:49:58.190713,2013-05-15 04:49:58.197239,NA,NA,NA,NA,NA,NA,NA,NA
6569,2013-05-07 16:55:20.059131,2013-05-07 16:56:13.286440,NA,NA,NA,NA,NA,NA,NA,NA
7142,2013-11-03 15:16:28.458135,2013-11-03 15:16:28.667205,NA,NA,NA,NA,NA,NA,NA,NA
7061,2013-10-08 19:20:41.205000,2013-10-08 19:26:32.866144,Angela,Suarez,1981-01-20,232,NA,NA,NA,NA
7166,2013-11-09 21:22:51.585420,2013-11-09 21:22:51.602574,NA,NA,NA,NA,NA,NA,NA,NA
5546,2012-06-15 05:21:46.913458,2012-06-15 05:27:04.123072,DIEGO,FORERO ECHEVERRI,NA,1,NA,NA,NA,NA
